fragment.id;akt.citace;iri_z;iri_c;scope;example;odkaz.id
56158247;634/1992 Sb.;1992/634;2012/89;full;FALSE;30384357
56158247;634/1992 Sb.;1992/634;2012/89;full;FALSE;30384369
56158247;634/1992 Sb.;1992/634;2012/89;full;FALSE;30384389
56158247;634/1992 Sb.;1992/634;2012/89;full;FALSE;30384409
56158247;634/1992 Sb.;1992/634;2012/89;full;FALSE;30384413
56158247;634/1992 Sb.;1992/634;2012/89;full;FALSE;30384441
56158247;634/1992 Sb.;1992/634;2012/89;full;FALSE;30384449
56158247;634/1992 Sb.;1992/634;2012/89;full;FALSE;30384497
56158247;634/1992 Sb.;1992/634;2012/89;full;FALSE;30384509
56158247;634/1992 Sb.;1992/634;2012/89;full;FALSE;30384517
56158247;634/1992 Sb.;1992/634;2016/257;full;FALSE;30384457
56158247;634/1992 Sb.;1992/634;2016/257;full;FALSE;30384461
56158247;634/1992 Sb.;1992/634;2017/370;full;FALSE;30384349
56158247;634/1992 Sb.;1992/634;2017/370;full;FALSE;30384465
56158247;634/1992 Sb.;1992/634;2017/370;full;FALSE;30384673
56158158;634/1992 Sb.;1992/634;1992/634;NA;NA;30384681
56526941;266/1994 Sb.;1994/266;1994/266;NA;NA;30381305
56527004;266/1994 Sb.;1994/266;1994/266;NA;NA;30384683
56527008;266/1994 Sb.;1994/266;2004/500;full;FALSE;30384715
56527017;266/1994 Sb.;1994/266;1994/266;NA;NA;30384755
56527017;266/1994 Sb.;1994/266;1994/266;NA;NA;30384763
56527020;266/1994 Sb.;1994/266;1994/266;NA;NA;30384795
56527023;266/1994 Sb.;1994/266;1994/266;NA;NA;30384827
56527024;266/1994 Sb.;1994/266;1994/266;NA;NA;30384859
56527025;266/1994 Sb.;1994/266;1994/266;NA;NA;30384891
56527026;266/1994 Sb.;1994/266;1994/266;NA;NA;30384915
56527247;266/1994 Sb.;1994/266;1994/266;NA;NA;30384947
56527551;266/1994 Sb.;1994/266;1994/266;NA;NA;30384979
56527564;266/1994 Sb.;1994/266;1994/266;NA;NA;30385011
56527570;266/1994 Sb.;1994/266;1994/266;NA;NA;30385043
56527571;266/1994 Sb.;1994/266;1994/266;NA;NA;30385075
56527574;266/1994 Sb.;1994/266;1994/266;NA;NA;30385107
56527668;266/1994 Sb.;1994/266;1994/266;NA;NA;30385139
56527943;266/1994 Sb.;1994/266;1994/266;NA;NA;30385171
56528097;266/1994 Sb.;1994/266;1994/266;NA;NA;30385203
56528264;266/1994 Sb.;1994/266;1994/266;NA;NA;30385235
56528265;266/1994 Sb.;1994/266;1994/266;NA;NA;30385267
56528266;266/1994 Sb.;1994/266;1994/266;NA;NA;30385299
56528336;266/1994 Sb.;1994/266;1994/266;NA;NA;30385331
56528337;266/1994 Sb.;1994/266;1994/266;NA;NA;30385355
56528338;266/1994 Sb.;1994/266;1994/266;NA;NA;30379249
56528267;266/1994 Sb.;1994/266;1994/266;NA;NA;30379281
56528268;266/1994 Sb.;1994/266;1994/266;NA;NA;30379313
56528339;266/1994 Sb.;1994/266;1994/266;NA;NA;30379345
56528340;266/1994 Sb.;1994/266;1994/266;NA;NA;30379353
56528287;266/1994 Sb.;1994/266;1994/266;NA;NA;30379505
56528287;266/1994 Sb.;1994/266;1994/266;NA;NA;30379513
56528287;266/1994 Sb.;1994/266;1994/266;NA;NA;30379521
56528287;266/1994 Sb.;1994/266;1994/266;NA;NA;30379529
56528287;266/1994 Sb.;1994/266;1994/266;NA;NA;30379537
56528287;266/1994 Sb.;1994/266;1994/266;NA;NA;30379545
56528288;266/1994 Sb.;1994/266;1994/266;NA;NA;30379697
56528288;266/1994 Sb.;1994/266;1994/266;NA;NA;30379705
56528288;266/1994 Sb.;1994/266;1994/266;NA;NA;30379713
56528288;266/1994 Sb.;1994/266;1994/266;NA;NA;30379721
56528288;266/1994 Sb.;1994/266;1994/266;NA;NA;30379729
56528288;266/1994 Sb.;1994/266;1994/266;NA;NA;30379737
56528352;266/1994 Sb.;1994/266;1994/266;NA;NA;30379889
56528352;266/1994 Sb.;1994/266;1994/266;NA;NA;30379897
56528352;266/1994 Sb.;1994/266;1994/266;NA;NA;30379905
56528352;266/1994 Sb.;1994/266;1994/266;NA;NA;30379913
56528352;266/1994 Sb.;1994/266;1994/266;NA;NA;30379921
56528352;266/1994 Sb.;1994/266;1994/266;NA;NA;30379929
56528367;266/1994 Sb.;1994/266;1994/266;NA;NA;30380033
56528367;266/1994 Sb.;1994/266;1994/266;NA;NA;30380041
56528367;266/1994 Sb.;1994/266;1994/266;NA;NA;30380049
56528367;266/1994 Sb.;1994/266;1994/266;NA;NA;30380057
56528403;266/1994 Sb.;1994/266;1994/266;NA;NA;30380089
56528404;266/1994 Sb.;1994/266;1994/266;NA;NA;30380121
56528412;266/1994 Sb.;1994/266;1994/266;NA;NA;30380153
56528413;266/1994 Sb.;1994/266;1994/266;NA;NA;30380185
56528414;266/1994 Sb.;1994/266;1994/266;NA;NA;30380217
56528419;266/1994 Sb.;1994/266;1994/266;NA;NA;30381929
56528419;266/1994 Sb.;1994/266;1994/266;NA;NA;30381937
56528419;266/1994 Sb.;1994/266;1994/266;NA;NA;30381945
56528419;266/1994 Sb.;1994/266;1994/266;NA;NA;30381953
56528419;266/1994 Sb.;1994/266;1994/266;NA;NA;30381961
56528419;266/1994 Sb.;1994/266;1994/266;NA;NA;30381969
56528419;266/1994 Sb.;1994/266;1994/266;NA;NA;30381977
56528419;266/1994 Sb.;1994/266;1994/266;NA;NA;30381985
56528419;266/1994 Sb.;1994/266;1994/266;NA;NA;30381993
56528419;266/1994 Sb.;1994/266;1994/266;NA;NA;30382001
56528419;266/1994 Sb.;1994/266;1994/266;NA;NA;30382009
56528419;266/1994 Sb.;1994/266;1994/266;NA;NA;30382017
56528419;266/1994 Sb.;1994/266;1994/266;NA;NA;30382025
56528419;266/1994 Sb.;1994/266;1994/266;NA;NA;30382033
56528419;266/1994 Sb.;1994/266;1994/266;NA;NA;30382041
56528419;266/1994 Sb.;1994/266;1994/266;NA;NA;30382049
56528419;266/1994 Sb.;1994/266;1994/266;NA;NA;30382057
56528419;266/1994 Sb.;1994/266;1994/266;NA;NA;30382065
56528419;266/1994 Sb.;1994/266;1994/266;NA;NA;30382073
56528419;266/1994 Sb.;1994/266;1994/266;NA;NA;30382081
56528419;266/1994 Sb.;1994/266;1994/266;NA;NA;30382089
56528419;266/1994 Sb.;1994/266;1994/266;NA;NA;30382097
56528419;266/1994 Sb.;1994/266;1994/266;NA;NA;30382105
56528419;266/1994 Sb.;1994/266;1994/266;NA;NA;30382113
56528419;266/1994 Sb.;1994/266;1994/266;NA;NA;30382121
56528419;266/1994 Sb.;1994/266;1994/266;NA;NA;30382129
56528419;266/1994 Sb.;1994/266;1994/266;NA;NA;30382137
56528419;266/1994 Sb.;1994/266;1994/266;NA;NA;30382145
56528419;266/1994 Sb.;1994/266;1994/266;NA;NA;30382153
56528419;266/1994 Sb.;1994/266;1994/266;NA;NA;30382161
56528419;266/1994 Sb.;1994/266;1994/266;NA;NA;30382169
56528419;266/1994 Sb.;1994/266;1994/266;NA;NA;30382177
56528419;266/1994 Sb.;1994/266;1994/266;NA;NA;30382185
56528419;266/1994 Sb.;1994/266;1994/266;NA;NA;30382193
56528419;266/1994 Sb.;1994/266;1994/266;NA;NA;30382201
56528419;266/1994 Sb.;1994/266;1994/266;NA;NA;30382209
56528419;266/1994 Sb.;1994/266;1994/266;NA;NA;30382217
56528419;266/1994 Sb.;1994/266;1994/266;NA;NA;30382225
56528419;266/1994 Sb.;1994/266;1994/266;NA;NA;30382233
56528420;266/1994 Sb.;1994/266;1994/266;NA;NA;30383225
56528420;266/1994 Sb.;1994/266;1994/266;NA;NA;30383233
56528420;266/1994 Sb.;1994/266;1994/266;NA;NA;30383241
56528420;266/1994 Sb.;1994/266;1994/266;NA;NA;30383249
56528420;266/1994 Sb.;1994/266;1994/266;NA;NA;30383257
56528420;266/1994 Sb.;1994/266;1994/266;NA;NA;30383265
56528420;266/1994 Sb.;1994/266;1994/266;NA;NA;30383273
56528420;266/1994 Sb.;1994/266;1994/266;NA;NA;30383281
56528420;266/1994 Sb.;1994/266;1994/266;NA;NA;30383289
56528420;266/1994 Sb.;1994/266;1994/266;NA;NA;30383297
56528420;266/1994 Sb.;1994/266;1994/266;NA;NA;30383305
56528420;266/1994 Sb.;1994/266;1994/266;NA;NA;30383313
56528420;266/1994 Sb.;1994/266;1994/266;NA;NA;30383321
56528420;266/1994 Sb.;1994/266;1994/266;NA;NA;30383329
56528420;266/1994 Sb.;1994/266;1994/266;NA;NA;30383337
56528420;266/1994 Sb.;1994/266;1994/266;NA;NA;30383345
56528420;266/1994 Sb.;1994/266;1994/266;NA;NA;30383353
56528420;266/1994 Sb.;1994/266;1994/266;NA;NA;30383361
56528420;266/1994 Sb.;1994/266;1994/266;NA;NA;30383369
56528420;266/1994 Sb.;1994/266;1994/266;NA;NA;30383377
56528420;266/1994 Sb.;1994/266;1994/266;NA;NA;30383385
56528420;266/1994 Sb.;1994/266;1994/266;NA;NA;30383393
56528420;266/1994 Sb.;1994/266;1994/266;NA;NA;30383401
56528420;266/1994 Sb.;1994/266;1994/266;NA;NA;30383409
56528420;266/1994 Sb.;1994/266;1994/266;NA;NA;30383417
56528420;266/1994 Sb.;1994/266;1994/266;NA;NA;30383425
56528420;266/1994 Sb.;1994/266;1994/266;NA;NA;30383433
56528420;266/1994 Sb.;1994/266;1994/266;NA;NA;30383441
56528420;266/1994 Sb.;1994/266;1994/266;NA;NA;30383449
56528420;266/1994 Sb.;1994/266;1994/266;NA;NA;30383457
56528420;266/1994 Sb.;1994/266;1994/266;NA;NA;30383465
56528420;266/1994 Sb.;1994/266;1994/266;NA;NA;30383473
56528420;266/1994 Sb.;1994/266;1994/266;NA;NA;30383481
56528420;266/1994 Sb.;1994/266;1994/266;NA;NA;30383489
56528420;266/1994 Sb.;1994/266;1994/266;NA;NA;30383497
56528420;266/1994 Sb.;1994/266;1994/266;NA;NA;30383505
56528420;266/1994 Sb.;1994/266;1994/266;NA;NA;30383513
56528430;266/1994 Sb.;1994/266;1994/266;NA;NA;30383545
56528431;266/1994 Sb.;1994/266;1994/266;NA;NA;30383553
56528431;266/1994 Sb.;1994/266;1994/266;NA;NA;30383561
56528432;266/1994 Sb.;1994/266;1994/266;NA;NA;30380297
56528433;266/1994 Sb.;1994/266;1994/266;NA;NA;30382833
56528434;266/1994 Sb.;1994/266;1994/266;NA;NA;30382865
56528435;266/1994 Sb.;1994/266;1994/266;NA;NA;30382873
56528436;266/1994 Sb.;1994/266;1994/266;NA;NA;30383217
56528436;266/1994 Sb.;1994/266;1994/266;NA;NA;30383209
56528460;266/1994 Sb.;1994/266;1994/266;NA;NA;30383593
56528461;266/1994 Sb.;1994/266;1994/266;NA;NA;30383625
56528462;266/1994 Sb.;1994/266;1994/266;NA;NA;30383657
56528463;266/1994 Sb.;1994/266;1994/266;NA;NA;30383689
56528464;266/1994 Sb.;1994/266;1994/266;NA;NA;30383721
56528465;266/1994 Sb.;1994/266;1994/266;NA;NA;30383753
56528466;266/1994 Sb.;1994/266;1994/266;NA;NA;30383785
56528467;266/1994 Sb.;1994/266;1994/266;NA;NA;30383841
56528467;266/1994 Sb.;1994/266;1994/266;NA;NA;30383849
56528470;266/1994 Sb.;1994/266;1994/266;NA;NA;30383881
56528476;266/1994 Sb.;1994/266;1994/266;NA;NA;30383913
56528482;266/1994 Sb.;1994/266;1994/266;NA;NA;30385363
56528482;266/1994 Sb.;1994/266;1994/266;NA;NA;30385371
56528483;266/1994 Sb.;1994/266;1994/266;NA;NA;30385403
56528487;266/1994 Sb.;1994/266;1994/266;NA;NA;30385435
56528494;266/1994 Sb.;1994/266;1994/266;NA;NA;30385467
56528498;266/1994 Sb.;1994/266;1994/266;NA;NA;30385499
56528535;266/1994 Sb.;1994/266;1994/266;NA;NA;30387043
56528535;266/1994 Sb.;1994/266;1994/266;NA;NA;30387051
56528535;266/1994 Sb.;1994/266;1994/266;NA;NA;30387059
56528535;266/1994 Sb.;1994/266;1994/266;NA;NA;30387067
56528535;266/1994 Sb.;1994/266;1994/266;NA;NA;30387075
56528535;266/1994 Sb.;1994/266;1994/266;NA;NA;30387083
56528535;266/1994 Sb.;1994/266;1994/266;NA;NA;30387091
56528535;266/1994 Sb.;1994/266;1994/266;NA;NA;30387099
56528535;266/1994 Sb.;1994/266;1994/266;NA;NA;30387107
56528535;266/1994 Sb.;1994/266;1994/266;NA;NA;30387115
56528535;266/1994 Sb.;1994/266;1994/266;NA;NA;30387123
56528535;266/1994 Sb.;1994/266;1994/266;NA;NA;30387131
56528535;266/1994 Sb.;1994/266;1994/266;NA;NA;30387139
56528535;266/1994 Sb.;1994/266;1994/266;NA;NA;30387147
56528535;266/1994 Sb.;1994/266;1994/266;NA;NA;30387155
56528535;266/1994 Sb.;1994/266;1994/266;NA;NA;30387163
56528535;266/1994 Sb.;1994/266;1994/266;NA;NA;30387171
56528535;266/1994 Sb.;1994/266;1994/266;NA;NA;30387179
56528535;266/1994 Sb.;1994/266;1994/266;NA;NA;30387187
56528535;266/1994 Sb.;1994/266;1994/266;NA;NA;30387195
56528535;266/1994 Sb.;1994/266;1994/266;NA;NA;30387203
56528535;266/1994 Sb.;1994/266;1994/266;NA;NA;30387211
56528535;266/1994 Sb.;1994/266;1994/266;NA;NA;30387219
56528535;266/1994 Sb.;1994/266;1994/266;NA;NA;30387227
56528535;266/1994 Sb.;1994/266;1994/266;NA;NA;30387235
56528535;266/1994 Sb.;1994/266;1994/266;NA;NA;30387243
56528535;266/1994 Sb.;1994/266;1994/266;NA;NA;30387251
56528535;266/1994 Sb.;1994/266;1994/266;NA;NA;30387259
56528535;266/1994 Sb.;1994/266;1994/266;NA;NA;30387267
56528535;266/1994 Sb.;1994/266;1994/266;NA;NA;30387275
56528535;266/1994 Sb.;1994/266;1994/266;NA;NA;30387283
56528535;266/1994 Sb.;1994/266;1994/266;NA;NA;30387291
56528535;266/1994 Sb.;1994/266;1994/266;NA;NA;30387299
56528535;266/1994 Sb.;1994/266;1994/266;NA;NA;30387307
56528535;266/1994 Sb.;1994/266;1994/266;NA;NA;30387315
56528535;266/1994 Sb.;1994/266;1994/266;NA;NA;30387323
56528535;266/1994 Sb.;1994/266;1994/266;NA;NA;30387331
56528536;266/1994 Sb.;1994/266;1994/266;NA;NA;30387771
56528536;266/1994 Sb.;1994/266;1994/266;NA;NA;30387779
56528536;266/1994 Sb.;1994/266;1994/266;NA;NA;30387787
56528536;266/1994 Sb.;1994/266;1994/266;NA;NA;30387795
56528536;266/1994 Sb.;1994/266;1994/266;NA;NA;30387803
56528536;266/1994 Sb.;1994/266;1994/266;NA;NA;30387811
56528536;266/1994 Sb.;1994/266;1994/266;NA;NA;30387819
56528536;266/1994 Sb.;1994/266;1994/266;NA;NA;30387827
56528536;266/1994 Sb.;1994/266;1994/266;NA;NA;30387835
56528536;266/1994 Sb.;1994/266;1994/266;NA;NA;30387843
56528536;266/1994 Sb.;1994/266;1994/266;NA;NA;30387851
56528536;266/1994 Sb.;1994/266;1994/266;NA;NA;30387859
56528536;266/1994 Sb.;1994/266;1994/266;NA;NA;30387867
56528536;266/1994 Sb.;1994/266;1994/266;NA;NA;30387875
56528536;266/1994 Sb.;1994/266;1994/266;NA;NA;30387883
56528536;266/1994 Sb.;1994/266;1994/266;NA;NA;30387891
56528536;266/1994 Sb.;1994/266;1994/266;NA;NA;30387899
56528536;266/1994 Sb.;1994/266;1994/266;NA;NA;30387907
56528607;266/1994 Sb.;1994/266;1994/266;NA;NA;30387931
56109612;251/2005 Sb.;2005/251;2005/251;NA;NA;30389199
56109809;251/2005 Sb.;2005/251;2005/251;NA;NA;30389203
56109530;251/2005 Sb.;2005/251;2005/251;NA;NA;30385523
56109471;251/2005 Sb.;2005/251;2006/262;para;FALSE;30385823
56109471;251/2005 Sb.;2005/251;2006/262;para;FALSE;30385825
56109479;251/2005 Sb.;2005/251;2006/262;para;FALSE;30389207
56109479;251/2005 Sb.;2005/251;2006/262;para;FALSE;30389209
56109479;251/2005 Sb.;2005/251;2006/262;para;FALSE;30389211
56109479;251/2005 Sb.;2005/251;2006/262;para;FALSE;30389213
56109479;251/2005 Sb.;2005/251;2006/262;para;FALSE;30389215
56109479;251/2005 Sb.;2005/251;2006/262;para;FALSE;30389217
56109564;251/2005 Sb.;2005/251;2005/251;NA;NA;30389219
56109761;251/2005 Sb.;2005/251;2005/251;NA;NA;30389221
56109595;251/2005 Sb.;2005/251;2006/262;para;FALSE;30389223
56109595;251/2005 Sb.;2005/251;2006/262;para;FALSE;30389225
56109792;251/2005 Sb.;2005/251;2006/262;para;FALSE;30389227
56109792;251/2005 Sb.;2005/251;2006/262;para;FALSE;30389229
56109596;251/2005 Sb.;2005/251;2006/262;para;FALSE;30389231
56109596;251/2005 Sb.;2005/251;2006/262;para;FALSE;30389233
56109793;251/2005 Sb.;2005/251;2006/262;para;FALSE;30389235
56109793;251/2005 Sb.;2005/251;2006/262;para;FALSE;30389237
56109600;251/2005 Sb.;2005/251;2005/251;NA;NA;30389239
56109797;251/2005 Sb.;2005/251;2005/251;NA;NA;30389241
56109624;251/2005 Sb.;2005/251;2006/262;para;FALSE;30388875
56109624;251/2005 Sb.;2005/251;2006/262;para;FALSE;30388877
56109821;251/2005 Sb.;2005/251;2006/262;para;FALSE;30388879
56109821;251/2005 Sb.;2005/251;2006/262;para;FALSE;30388881
56109628;251/2005 Sb.;2005/251;2005/251;NA;NA;30386123
56109628;251/2005 Sb.;2005/251;2005/251;NA;NA;30386125
56109628;251/2005 Sb.;2005/251;2005/251;NA;NA;30386127
56109628;251/2005 Sb.;2005/251;2005/251;NA;NA;30386129
56109628;251/2005 Sb.;2005/251;2005/251;NA;NA;30386131
56109628;251/2005 Sb.;2005/251;2005/251;NA;NA;30386133
56109628;251/2005 Sb.;2005/251;2005/251;NA;NA;30386135
56109628;251/2005 Sb.;2005/251;2005/251;NA;NA;30386137
56109825;251/2005 Sb.;2005/251;2005/251;NA;NA;30386139
56109825;251/2005 Sb.;2005/251;2005/251;NA;NA;30386141
56109825;251/2005 Sb.;2005/251;2005/251;NA;NA;30386143
56109825;251/2005 Sb.;2005/251;2005/251;NA;NA;30386145
56109825;251/2005 Sb.;2005/251;2005/251;NA;NA;30386147
56109825;251/2005 Sb.;2005/251;2005/251;NA;NA;30386149
56109825;251/2005 Sb.;2005/251;2005/251;NA;NA;30386151
56109825;251/2005 Sb.;2005/251;2005/251;NA;NA;30386153
56155806;589/1992 Sb.;1992/589;1992/589;NA;NA;30414161
55906417;186/2016 Sb.;2016/186;2016/186;NA;NA;30583115
55907693;186/2016 Sb.;2016/186;2016/186;NA;NA;30584501
55981126;280/2009 Sb.;2009/280;2009/280;NA;NA;30615835
56066499;563/1991 Sb.;1991/563;1991/563;NA;NA;30656815
56073720;338/1992 Sb.;1992/338;1992/338;NA;NA;30657061
56073862;338/1992 Sb.;1992/338;1992/338;NA;NA;30657195
56074005;338/1992 Sb.;1992/338;1992/338;NA;NA;30657359
56103297;118/2000 Sb.;2000/118;2000/118;NA;NA;30684773
56248244;301/2000 Sb.;2000/301;2000/301;NA;NA;30764237
56248439;301/2000 Sb.;2000/301;2000/301;NA;NA;30764507
56314630;128/2000 Sb.;2000/128;2000/128;NA;NA;30782561
56450424;378/2007 Sb.;2007/378;2007/378;NA;NA;30850457
56448112;378/2007 Sb.;2007/378;2007/378;NA;NA;30850633
56448112;378/2007 Sb.;2007/378;2007/378;NA;NA;30850637
56448112;378/2007 Sb.;2007/378;2007/378;NA;NA;30850641
56448604;378/2007 Sb.;2007/378;2007/378;NA;NA;30850649
56449523;378/2007 Sb.;2007/378;2007/378;NA;NA;30850711
56449692;378/2007 Sb.;2007/378;2007/378;NA;NA;30850803
56449897;378/2007 Sb.;2007/378;2007/378;NA;NA;30850855
56449901;378/2007 Sb.;2007/378;2007/378;NA;NA;30850859
56449904;378/2007 Sb.;2007/378;2007/378;NA;NA;30850867
56449904;378/2007 Sb.;2007/378;2007/378;NA;NA;30850871
56449904;378/2007 Sb.;2007/378;2007/378;NA;NA;30850875
56449904;378/2007 Sb.;2007/378;2007/378;NA;NA;30850879
56449909;378/2007 Sb.;2007/378;2007/378;NA;NA;30850883
56450248;378/2007 Sb.;2007/378;2007/378;NA;NA;30850923
56450251;378/2007 Sb.;2007/378;2007/378;NA;NA;30850931
56450462;378/2007 Sb.;2007/378;2007/378;NA;NA;30850979
56450637;378/2007 Sb.;2007/378;2007/378;NA;NA;30851059
56450644;378/2007 Sb.;2007/378;2007/378;NA;NA;30851071
56450743;378/2007 Sb.;2007/378;2007/378;NA;NA;30851287
56450743;378/2007 Sb.;2007/378;2007/378;NA;NA;30851291
56450893;378/2007 Sb.;2007/378;2007/378;NA;NA;30851691
56480917;190/2004 Sb.;2004/190;2004/190;NA;NA;30877787
56480919;190/2004 Sb.;2004/190;2004/190;NA;NA;30877793
