fragment.id;akt.citace;iri_z;iri_c;scope;example;odkaz.id
23772147;518/2021 Sb.;2021/518;1992/589;para;FALSE;22368783
23772148;518/2021 Sb.;2021/518;1992/589;para;FALSE;22368771
24105671;181/2023 Sb.;2023/181;1992/589;para;FALSE;22705423
56240704;582/1991 Sb.;1991/582;1991/582;NA;NA;30343703
56240711;582/1991 Sb.;1991/582;1991/582;NA;NA;30343745
56240714;582/1991 Sb.;1991/582;1991/582;NA;NA;30343835
56240714;582/1991 Sb.;1991/582;1991/582;NA;NA;30343845
56240722;582/1991 Sb.;1991/582;1991/582;NA;NA;30343907
56240744;582/1991 Sb.;1991/582;1991/582;NA;NA;30359865
56240744;582/1991 Sb.;1991/582;1991/582;NA;NA;30359875
56240744;582/1991 Sb.;1991/582;1995/155;para;FALSE;30359885
56240744;582/1991 Sb.;1991/582;1995/155;para;FALSE;30359905
56240906;582/1991 Sb.;1991/582;1991/582;NA;NA;30359945
56240906;582/1991 Sb.;1991/582;1991/582;NA;NA;30359955
56240908;582/1991 Sb.;1991/582;1991/582;NA;NA;30360293
56240908;582/1991 Sb.;1991/582;1991/582;NA;NA;30360303
56240908;582/1991 Sb.;1991/582;1991/582;NA;NA;30360313
56240908;582/1991 Sb.;1991/582;1991/582;NA;NA;30360323
56240908;582/1991 Sb.;1991/582;1991/582;NA;NA;30360333
56240908;582/1991 Sb.;1991/582;1991/582;NA;NA;30360343
56240908;582/1991 Sb.;1991/582;1991/582;NA;NA;30360353
56240908;582/1991 Sb.;1991/582;1991/582;NA;NA;30360363
56240177;582/1991 Sb.;1991/582;1991/582;NA;NA;30360397
56240287;582/1991 Sb.;1991/582;1991/582;NA;NA;30360429
56240289;582/1991 Sb.;1991/582;1991/582;NA;NA;30360733
56240289;582/1991 Sb.;1991/582;1991/582;NA;NA;30360741
56240289;582/1991 Sb.;1991/582;1995/155;para;FALSE;30360677
56240289;582/1991 Sb.;1991/582;1995/155;para;FALSE;30360685
56240289;582/1991 Sb.;1991/582;1995/155;para;FALSE;30360693
56240289;582/1991 Sb.;1991/582;1995/155;para;FALSE;30360701
56240289;582/1991 Sb.;1991/582;1995/155;para;FALSE;30360709
56240289;582/1991 Sb.;1991/582;1995/155;para;FALSE;30360717
56240289;582/1991 Sb.;1991/582;1995/155;para;FALSE;30360725
56240641;582/1991 Sb.;1991/582;1991/582;NA;NA;30360285
56240642;582/1991 Sb.;1991/582;1991/582;NA;NA;30360749
56240643;582/1991 Sb.;1991/582;2006/262;para;FALSE;30360805
56240643;582/1991 Sb.;1991/582;2006/262;para;FALSE;30360813
56240659;582/1991 Sb.;1991/582;1991/582;NA;NA;30361037
56240659;582/1991 Sb.;1991/582;1991/582;NA;NA;30361045
56240659;582/1991 Sb.;1991/582;1991/582;NA;NA;30361053
56240659;582/1991 Sb.;1991/582;1991/582;NA;NA;30361061
56240659;582/1991 Sb.;1991/582;1991/582;NA;NA;30361069
56240659;582/1991 Sb.;1991/582;1991/582;NA;NA;30361077
56240659;582/1991 Sb.;1991/582;1991/582;NA;NA;30361085
56240659;582/1991 Sb.;1991/582;1991/582;NA;NA;30361093
56240659;582/1991 Sb.;1991/582;1991/582;NA;NA;30361101
56240729;582/1991 Sb.;1991/582;1995/155;para;FALSE;30369423
56240729;582/1991 Sb.;1991/582;1995/155;para;FALSE;30369431
56240729;582/1991 Sb.;1991/582;1995/155;para;FALSE;30369439
56240729;582/1991 Sb.;1991/582;1995/155;para;FALSE;30369447
56240729;582/1991 Sb.;1991/582;1995/155;para;FALSE;30369455
56240729;582/1991 Sb.;1991/582;1995/155;para;FALSE;30369463
56240780;582/1991 Sb.;1991/582;1991/582;NA;NA;30369695
56240780;582/1991 Sb.;1991/582;1991/582;NA;NA;30369703
56240780;582/1991 Sb.;1991/582;1995/155;para;FALSE;30369663
56240780;582/1991 Sb.;1991/582;1995/155;para;FALSE;30369671
56240780;582/1991 Sb.;1991/582;1995/155;para;FALSE;30369679
56240780;582/1991 Sb.;1991/582;1995/155;para;FALSE;30369687
56240780;582/1991 Sb.;1991/582;1995/155;para;FALSE;30369711
56240780;582/1991 Sb.;1991/582;1995/155;full;FALSE;30369719
56240769;582/1991 Sb.;1991/582;2004/500;para;FALSE;30369743
56240769;582/1991 Sb.;1991/582;2004/500;para;FALSE;30369751
56240949;582/1991 Sb.;1991/582;1991/582;NA;NA;30369783
56240997;582/1991 Sb.;1991/582;1991/582;NA;NA;30370031
56240997;582/1991 Sb.;1991/582;1995/155;para;FALSE;30369999
56240997;582/1991 Sb.;1991/582;1995/155;para;FALSE;30370007
56240997;582/1991 Sb.;1991/582;1995/155;para;FALSE;30370015
56240997;582/1991 Sb.;1991/582;1995/155;para;FALSE;30370023
56240997;582/1991 Sb.;1991/582;1995/155;full;FALSE;30369991
56241076;582/1991 Sb.;1991/582;2006/262;para;FALSE;30370063
56241079;582/1991 Sb.;1991/582;1992/589;full;FALSE;30369975
56241079;582/1991 Sb.;1991/582;1992/589;full;FALSE;30369983
56241086;582/1991 Sb.;1991/582;1991/582;NA;NA;30333045
56241095;582/1991 Sb.;1991/582;1991/582;NA;NA;30333365
56241095;582/1991 Sb.;1991/582;1991/582;NA;NA;30333373
56241095;582/1991 Sb.;1991/582;1991/582;NA;NA;30333381
56241095;582/1991 Sb.;1991/582;1991/582;NA;NA;30333389
56241095;582/1991 Sb.;1991/582;1991/582;NA;NA;30333397
56241095;582/1991 Sb.;1991/582;1991/582;NA;NA;30333405
56241095;582/1991 Sb.;1991/582;1991/582;NA;NA;30333413
56241095;582/1991 Sb.;1991/582;1991/582;NA;NA;30333421
56241095;582/1991 Sb.;1991/582;1991/582;NA;NA;30333429
56241095;582/1991 Sb.;1991/582;1991/582;NA;NA;30333437
56241095;582/1991 Sb.;1991/582;1991/582;NA;NA;30333445
56241095;582/1991 Sb.;1991/582;1991/582;NA;NA;30333453
56241095;582/1991 Sb.;1991/582;1991/582;NA;NA;30333461
56241096;582/1991 Sb.;1991/582;1991/582;NA;NA;30333493
56241097;582/1991 Sb.;1991/582;1992/589;para;FALSE;30333597
56241097;582/1991 Sb.;1991/582;1992/589;para;FALSE;30333605
56241097;582/1991 Sb.;1991/582;1992/589;para;FALSE;30333621
56241173;582/1991 Sb.;1991/582;1999/326;para;FALSE;30333843
56241173;582/1991 Sb.;1991/582;1999/326;para;FALSE;30333853
56241181;582/1991 Sb.;1991/582;1988/100;para;FALSE;30333961
56241181;582/1991 Sb.;1991/582;1988/100;para;FALSE;30333971
56241182;582/1991 Sb.;1991/582;1965/35;full;FALSE;30334101
56241182;582/1991 Sb.;1991/582;1965/35;full;FALSE;30334111
56241182;582/1991 Sb.;1991/582;1965/35;full;FALSE;30334121
56241183;582/1991 Sb.;1991/582;1988/100;para;FALSE;30334291
56241183;582/1991 Sb.;1991/582;1988/100;para;FALSE;30334301
56241183;582/1991 Sb.;1991/582;1988/100;para;FALSE;30334311
56241183;582/1991 Sb.;1991/582;1988/100;para;FALSE;30334321
56241184;582/1991 Sb.;1991/582;1990/463;full;FALSE;30334371
56240255;582/1991 Sb.;1991/582;1991/582;NA;NA;30334899
56241055;582/1991 Sb.;1991/582;1991/582;NA;NA;30334933
56240114;582/1991 Sb.;1991/582;2006/262;para;FALSE;30334989
56240114;582/1991 Sb.;1991/582;2006/262;para;FALSE;30334997
56240226;582/1991 Sb.;1991/582;1991/582;para;FALSE;30335165
56240226;582/1991 Sb.;1991/582;1991/582;para;FALSE;30335173
56240226;582/1991 Sb.;1991/582;1991/582;para;FALSE;30335181
56240226;582/1991 Sb.;1991/582;1991/582;para;FALSE;30335189
56240226;582/1991 Sb.;1991/582;2006/187;para;FALSE;30335197
56240226;582/1991 Sb.;1991/582;2006/187;para;FALSE;30335205
56240291;582/1991 Sb.;1991/582;1991/582;NA;NA;30335309
56240291;582/1991 Sb.;1991/582;1991/582;NA;NA;30335317
56240291;582/1991 Sb.;1991/582;1991/582;NA;NA;30335325
56240291;582/1991 Sb.;1991/582;1991/582;NA;NA;30335333
56240422;582/1991 Sb.;1991/582;1991/582;NA;NA;30335373
56240422;582/1991 Sb.;1991/582;1991/582;NA;NA;30335381
56240424;582/1991 Sb.;1991/582;1991/582;NA;NA;30335413
56240450;582/1991 Sb.;1991/582;1991/582;NA;NA;30335445
56240506;582/1991 Sb.;1991/582;1991/582;NA;NA;30335501
56240506;582/1991 Sb.;1991/582;1991/582;NA;NA;30335509
56240512;582/1991 Sb.;1991/582;1991/582;NA;NA;30336115
56240512;582/1991 Sb.;1991/582;1991/582;NA;NA;30336123
56240512;582/1991 Sb.;1991/582;1991/582;NA;NA;30336131
56240512;582/1991 Sb.;1991/582;1991/582;NA;NA;30336139
56240512;582/1991 Sb.;1991/582;1991/582;NA;NA;30336147
56240512;582/1991 Sb.;1991/582;1991/582;NA;NA;30336155
56240524;582/1991 Sb.;1991/582;1991/582;NA;NA;30336307
56240524;582/1991 Sb.;1991/582;1991/582;NA;NA;30336315
56240524;582/1991 Sb.;1991/582;1991/582;NA;NA;30336323
56240524;582/1991 Sb.;1991/582;1991/582;NA;NA;30336331
56240524;582/1991 Sb.;1991/582;1991/582;NA;NA;30336339
56240524;582/1991 Sb.;1991/582;1991/582;NA;NA;30336347
56240537;582/1991 Sb.;1991/582;1991/582;NA;NA;30336451
56240537;582/1991 Sb.;1991/582;1991/582;NA;NA;30336459
56240537;582/1991 Sb.;1991/582;2006/187;para;FALSE;30336467
56240537;582/1991 Sb.;1991/582;2006/187;para;FALSE;30336475
56240543;582/1991 Sb.;1991/582;1991/582;NA;NA;30336555
56240543;582/1991 Sb.;1991/582;1991/582;NA;NA;30336563
56240543;582/1991 Sb.;1991/582;1991/582;NA;NA;30336571
56240545;582/1991 Sb.;1991/582;1991/582;NA;NA;30336627
56240545;582/1991 Sb.;1991/582;1991/582;NA;NA;30336635
56240580;582/1991 Sb.;1991/582;1991/582;NA;NA;30336691
56240580;582/1991 Sb.;1991/582;1991/582;NA;NA;30336699
56240585;582/1991 Sb.;1991/582;1991/582;NA;NA;30336731
56240586;582/1991 Sb.;1991/582;1991/582;NA;NA;30336971
56240586;582/1991 Sb.;1991/582;1991/582;NA;NA;30336979
56240586;582/1991 Sb.;1991/582;1995/155;para;FALSE;30336931
56240586;582/1991 Sb.;1991/582;1995/155;para;FALSE;30336939
56240586;582/1991 Sb.;1991/582;1995/155;para;FALSE;30336947
56240586;582/1991 Sb.;1991/582;1995/155;para;FALSE;30336955
56240586;582/1991 Sb.;1991/582;1995/155;para;FALSE;30336963
56240594;582/1991 Sb.;1991/582;1991/582;NA;NA;30371781
56240594;582/1991 Sb.;1991/582;1991/582;NA;NA;30371789
56240594;582/1991 Sb.;1991/582;1991/582;NA;NA;30371797
56240594;582/1991 Sb.;1991/582;1991/582;NA;NA;30371805
56240594;582/1991 Sb.;1991/582;1991/582;NA;NA;30371813
56240619;582/1991 Sb.;1991/582;1991/582;NA;NA;30371829
56240621;582/1991 Sb.;1991/582;1991/582;NA;NA;30371853
56240625;582/1991 Sb.;1991/582;1991/582;NA;NA;30371885
56240627;582/1991 Sb.;1991/582;1991/582;NA;NA;30371917
56240630;582/1991 Sb.;1991/582;1991/582;NA;NA;30371949
56240718;582/1991 Sb.;1991/582;1991/582;NA;NA;30371981
56240831;582/1991 Sb.;1991/582;2006/187;para;FALSE;30372037
56240831;582/1991 Sb.;1991/582;2006/187;para;FALSE;30372045
56240868;582/1991 Sb.;1991/582;1991/582;NA;NA;30372077
56240905;582/1991 Sb.;1991/582;1991/582;NA;NA;30372109
56241078;582/1991 Sb.;1991/582;1991/582;NA;NA;30372253
56241078;582/1991 Sb.;1991/582;1991/582;NA;NA;30372261
56241078;582/1991 Sb.;1991/582;1991/582;NA;NA;30372269
56241078;582/1991 Sb.;1991/582;2006/262;para;FALSE;30372237
56241078;582/1991 Sb.;1991/582;2006/262;para;FALSE;30372245
56241089;582/1991 Sb.;1991/582;1991/582;NA;NA;30372301
56241092;582/1991 Sb.;1991/582;2004/500;para;FALSE;30372357
56241092;582/1991 Sb.;1991/582;2004/500;para;FALSE;30372365
56240164;582/1991 Sb.;1991/582;1991/582;NA;NA;30372397
56240167;582/1991 Sb.;1991/582;1991/582;NA;NA;30372429
56240502;582/1991 Sb.;1991/582;1991/582;NA;NA;30372445
56240541;582/1991 Sb.;1991/582;1991/582;NA;NA;30372453
56240541;582/1991 Sb.;1991/582;1991/582;NA;NA;30372461
56240541;582/1991 Sb.;1991/582;1991/582;NA;NA;30372469
56240542;582/1991 Sb.;1991/582;1991/582;NA;NA;30337435
56240542;582/1991 Sb.;1991/582;1991/582;NA;NA;30337443
56240542;582/1991 Sb.;1991/582;1991/582;NA;NA;30337451
56240710;582/1991 Sb.;1991/582;1991/582;NA;NA;30337483
56240719;582/1991 Sb.;1991/582;1991/582;NA;NA;30337563
56240719;582/1991 Sb.;1991/582;1991/582;NA;NA;30337571
56240719;582/1991 Sb.;1991/582;1991/582;NA;NA;30337579
56240720;582/1991 Sb.;1991/582;1991/582;NA;NA;30337611
56240721;582/1991 Sb.;1991/582;1991/582;NA;NA;30337643
56240724;582/1991 Sb.;1991/582;1991/582;NA;NA;30337779
56240724;582/1991 Sb.;1991/582;1991/582;NA;NA;30337787
56240724;582/1991 Sb.;1991/582;1991/582;NA;NA;30337811
56240724;582/1991 Sb.;1991/582;1995/155;para;FALSE;30337795
56240724;582/1991 Sb.;1991/582;1995/155;para;FALSE;30337803
56240795;582/1991 Sb.;1991/582;1991/582;NA;NA;30337835
56240199;582/1991 Sb.;1991/582;1991/582;NA;NA;30337995
56240199;582/1991 Sb.;1991/582;1991/582;NA;NA;30338003
56240199;582/1991 Sb.;1991/582;1991/582;NA;NA;30338011
56240199;582/1991 Sb.;1991/582;1991/582;NA;NA;30338019
56240199;582/1991 Sb.;1991/582;1991/582;NA;NA;30338027
56240200;582/1991 Sb.;1991/582;1991/582;NA;NA;30344133
56240201;582/1991 Sb.;1991/582;1992/589;para;FALSE;30344189
56240201;582/1991 Sb.;1991/582;1992/589;para;FALSE;30344197
56240203;582/1991 Sb.;1991/582;1991/582;NA;NA;30344325
56240203;582/1991 Sb.;1991/582;1991/582;NA;NA;30344333
56240203;582/1991 Sb.;1991/582;1991/582;NA;NA;30344341
56240203;582/1991 Sb.;1991/582;1991/582;NA;NA;30344349
56240203;582/1991 Sb.;1991/582;1991/582;NA;NA;30344357
56240204;582/1991 Sb.;1991/582;1991/582;NA;NA;30344413
56240204;582/1991 Sb.;1991/582;1991/582;NA;NA;30344421
56240209;582/1991 Sb.;1991/582;1991/582;NA;NA;30344453
56240210;582/1991 Sb.;1991/582;1991/582;NA;NA;30344509
56240210;582/1991 Sb.;1991/582;2004/435;para;FALSE;30344517
56240213;582/1991 Sb.;1991/582;1991/582;NA;NA;30344549
56240217;582/1991 Sb.;1991/582;1991/582;NA;NA;30344581
56240218;582/1991 Sb.;1991/582;1991/582;NA;NA;30344805
56240218;582/1991 Sb.;1991/582;1991/582;NA;NA;30344813
56240218;582/1991 Sb.;1991/582;1991/582;NA;NA;30344821
56240218;582/1991 Sb.;1991/582;1991/582;NA;NA;30344829
56240218;582/1991 Sb.;1991/582;1991/582;NA;NA;30344837
56240218;582/1991 Sb.;1991/582;1991/582;NA;NA;30344845
56240218;582/1991 Sb.;1991/582;1991/582;NA;NA;30344853
56240218;582/1991 Sb.;1991/582;1991/582;NA;NA;30344861
56240218;582/1991 Sb.;1991/582;1991/582;NA;NA;30344869
56240219;582/1991 Sb.;1991/582;1991/582;NA;NA;30345077
56240219;582/1991 Sb.;1991/582;1991/582;NA;NA;30345085
56240219;582/1991 Sb.;1991/582;1991/582;NA;NA;30345093
56240219;582/1991 Sb.;1991/582;1991/582;NA;NA;30345101
56240219;582/1991 Sb.;1991/582;1991/582;NA;NA;30345109
56240219;582/1991 Sb.;1991/582;1991/582;NA;NA;30345117
56240219;582/1991 Sb.;1991/582;1991/582;NA;NA;30345125
56240220;582/1991 Sb.;1991/582;1991/582;NA;NA;30345229
56240220;582/1991 Sb.;1991/582;1991/582;NA;NA;30345237
56240220;582/1991 Sb.;1991/582;1991/582;NA;NA;30345245
56240220;582/1991 Sb.;1991/582;1991/582;NA;NA;30345253
56240221;582/1991 Sb.;1991/582;1991/582;NA;NA;30345325
56240221;582/1991 Sb.;1991/582;1991/582;NA;NA;30345333
56240221;582/1991 Sb.;1991/582;1991/582;NA;NA;30345341
56240221;582/1991 Sb.;1991/582;1991/582;NA;NA;30345349
56240223;582/1991 Sb.;1991/582;1991/582;NA;NA;30345405
56240223;582/1991 Sb.;1991/582;1991/582;NA;NA;30345413
56240225;582/1991 Sb.;1991/582;1991/582;NA;NA;30345445
56240583;582/1991 Sb.;1991/582;1991/582;NA;NA;30361197
56240756;582/1991 Sb.;1991/582;1991/582;NA;NA;30361301
56240756;582/1991 Sb.;1991/582;1991/582;NA;NA;30361309
56240756;582/1991 Sb.;1991/582;1991/582;NA;NA;30361317
56240756;582/1991 Sb.;1991/582;1991/582;NA;NA;30361325
56240765;582/1991 Sb.;1991/582;1991/582;NA;NA;30361357
56240784;582/1991 Sb.;1991/582;1991/582;NA;NA;30361533
56240784;582/1991 Sb.;1991/582;1991/582;NA;NA;30361541
56240784;582/1991 Sb.;1991/582;1991/582;NA;NA;30361549
56240784;582/1991 Sb.;1991/582;1991/582;NA;NA;30361557
56240784;582/1991 Sb.;1991/582;1991/582;NA;NA;30361565
56240784;582/1991 Sb.;1991/582;1991/582;NA;NA;30361573
56240784;582/1991 Sb.;1991/582;1991/582;NA;NA;30361581
56240909;582/1991 Sb.;1991/582;1991/582;NA;NA;30361637
56240909;582/1991 Sb.;1991/582;1991/582;NA;NA;30361645
56241011;582/1991 Sb.;1991/582;2004/435;para;FALSE;30361677
56240229;582/1991 Sb.;1991/582;1991/582;NA;NA;30361709
56240242;582/1991 Sb.;1991/582;2004/435;para;FALSE;30361741
56240244;582/1991 Sb.;1991/582;1991/582;NA;NA;30361773
56240245;582/1991 Sb.;1991/582;1991/582;NA;NA;30361805
56240246;582/1991 Sb.;1991/582;1991/582;NA;NA;30361901
56240246;582/1991 Sb.;1991/582;1991/582;NA;NA;30361885
56240246;582/1991 Sb.;1991/582;1991/582;NA;NA;30361893
56240247;582/1991 Sb.;1991/582;1991/582;NA;NA;30370071
56240247;582/1991 Sb.;1991/582;1991/582;NA;NA;30370079
56240248;582/1991 Sb.;1991/582;1991/582;NA;NA;30370135
56240248;582/1991 Sb.;1991/582;1991/582;NA;NA;30370143
56240276;582/1991 Sb.;1991/582;1991/582;NA;NA;30370175
56240277;582/1991 Sb.;1991/582;1991/582;NA;NA;30370231
56240277;582/1991 Sb.;1991/582;1991/582;NA;NA;30370239
56240357;582/1991 Sb.;1991/582;2004/500;para;FALSE;30370535
56240357;582/1991 Sb.;1991/582;2004/500;para;FALSE;30370543
56240357;582/1991 Sb.;1991/582;2004/500;para;FALSE;30370551
56240357;582/1991 Sb.;1991/582;2004/500;para;FALSE;30370559
56240357;582/1991 Sb.;1991/582;2004/500;para;FALSE;30370567
56240357;582/1991 Sb.;1991/582;2004/500;para;FALSE;30370575
56240357;582/1991 Sb.;1991/582;2004/500;para;FALSE;30370583
56240357;582/1991 Sb.;1991/582;2004/500;para;FALSE;30370591
56240357;582/1991 Sb.;1991/582;2004/500;para;FALSE;30370599
56240357;582/1991 Sb.;1991/582;2004/500;para;FALSE;30370607
56240357;582/1991 Sb.;1991/582;2004/500;para;FALSE;30370615
56240357;582/1991 Sb.;1991/582;2004/500;para;FALSE;30370623
56240358;582/1991 Sb.;1991/582;1991/582;NA;NA;30370703
56240358;582/1991 Sb.;1991/582;1991/582;NA;NA;30370711
56240358;582/1991 Sb.;1991/582;1991/582;NA;NA;30370719
56240359;582/1991 Sb.;1991/582;1991/582;NA;NA;30370799
56240359;582/1991 Sb.;1991/582;1991/582;NA;NA;30370807
56240359;582/1991 Sb.;1991/582;1991/582;NA;NA;30370815
56240369;582/1991 Sb.;1991/582;1991/582;NA;NA;30370847
56240665;582/1991 Sb.;1991/582;1991/582;NA;NA;30370903
56240665;582/1991 Sb.;1991/582;1991/582;NA;NA;30370911
56240699;582/1991 Sb.;1991/582;1991/582;NA;NA;30370991
56240699;582/1991 Sb.;1991/582;1991/582;NA;NA;30370999
56240699;582/1991 Sb.;1991/582;1991/582;NA;NA;30371007
56240787;582/1991 Sb.;1991/582;1991/582;NA;NA;30371063
56240787;582/1991 Sb.;1991/582;1991/582;NA;NA;30371071
56240798;582/1991 Sb.;1991/582;1991/582;NA;NA;30371127
56240798;582/1991 Sb.;1991/582;1991/582;NA;NA;30371135
56240799;582/1991 Sb.;1991/582;1991/582;NA;NA;30371191
56240799;582/1991 Sb.;1991/582;1991/582;NA;NA;30371199
56240800;582/1991 Sb.;1991/582;1991/582;NA;NA;30371255
56240800;582/1991 Sb.;1991/582;1991/582;NA;NA;30371263
56240801;582/1991 Sb.;1991/582;1991/582;NA;NA;30371303
56240801;582/1991 Sb.;1991/582;1991/582;NA;NA;30371311
56240790;582/1991 Sb.;1991/582;1991/582;NA;NA;30334485
56240790;582/1991 Sb.;1991/582;2004/500;para;FALSE;30334469
56240790;582/1991 Sb.;1991/582;2004/500;para;FALSE;30334477
56240816;582/1991 Sb.;1991/582;1991/582;NA;NA;30334541
56240816;582/1991 Sb.;1991/582;1991/582;NA;NA;30334549
56241020;582/1991 Sb.;1991/582;1991/582;NA;NA;30334605
56241020;582/1991 Sb.;1991/582;1991/582;NA;NA;30334613
56155648;589/1992 Sb.;1992/589;1992/589;NA;NA;30334625
56155682;589/1992 Sb.;1992/589;1995/155;para;FALSE;30334645
56155682;589/1992 Sb.;1992/589;1995/155;para;FALSE;30334649
56155682;589/1992 Sb.;1992/589;1995/155;para;FALSE;30334653
56155682;589/1992 Sb.;1992/589;1995/155;para;FALSE;30334657
56155686;589/1992 Sb.;1992/589;1992/589;NA;NA;30334665
56155690;589/1992 Sb.;1992/589;1992/589;NA;NA;30334677
56155690;589/1992 Sb.;1992/589;2006/262;full;FALSE;30334681
56155694;589/1992 Sb.;1992/589;2006/187;full;FALSE;30334689
56155696;589/1992 Sb.;1992/589;1992/589;NA;NA;30334697
56155701;589/1992 Sb.;1992/589;1992/589;NA;NA;30334717
56155701;589/1992 Sb.;1992/589;1992/589;NA;NA;30334721
56155701;589/1992 Sb.;1992/589;1992/589;NA;NA;30334725
56155701;589/1992 Sb.;1992/589;1992/589;NA;NA;30334729
56155842;589/1992 Sb.;1992/589;1992/589;NA;NA;30334761
56155617;589/1992 Sb.;1992/589;1992/589;NA;NA;30334787
56155617;589/1992 Sb.;1992/589;2006/187;full;FALSE;30334783
56155626;589/1992 Sb.;1992/589;1992/589;NA;NA;30334807
56155626;589/1992 Sb.;1992/589;1992/589;NA;NA;30334815
56155626;589/1992 Sb.;1992/589;1992/586;full;FALSE;30334811
56155645;589/1992 Sb.;1992/589;1992/589;NA;NA;30334823
56155646;589/1992 Sb.;1992/589;1992/589;NA;NA;30334847
56155647;589/1992 Sb.;1992/589;1992/589;NA;NA;30335621
56155647;589/1992 Sb.;1992/589;1992/589;NA;NA;30335625
56155647;589/1992 Sb.;1992/589;1992/589;NA;NA;30335629
56155647;589/1992 Sb.;1992/589;1992/589;NA;NA;30335633
56155647;589/1992 Sb.;1992/589;1992/589;NA;NA;30335637
56155647;589/1992 Sb.;1992/589;1992/589;NA;NA;30335641
56155671;589/1992 Sb.;1992/589;1992/589;NA;NA;30335649
56155742;589/1992 Sb.;1992/589;1992/589;NA;NA;30335593
56155748;589/1992 Sb.;1992/589;1992/589;NA;NA;30335695
56155748;589/1992 Sb.;1992/589;1992/589;NA;NA;30335699
56155749;589/1992 Sb.;1992/589;1992/589;NA;NA;30335715
56155749;589/1992 Sb.;1992/589;1992/589;NA;NA;30335719
56155749;589/1992 Sb.;1992/589;1992/589;NA;NA;30335723
56155752;589/1992 Sb.;1992/589;1992/589;NA;NA;30335609
56155752;589/1992 Sb.;1992/589;1992/589;NA;NA;30335613
56155752;589/1992 Sb.;1992/589;1992/589;NA;NA;30335617
56155758;589/1992 Sb.;1992/589;1992/589;NA;NA;30335739
56155758;589/1992 Sb.;1992/589;1992/589;NA;NA;30335743
56155758;589/1992 Sb.;1992/589;1992/589;NA;NA;30335747
56155879;589/1992 Sb.;1992/589;1992/589;NA;NA;30335783
56155879;589/1992 Sb.;1992/589;1992/589;NA;NA;30335787
56155879;589/1992 Sb.;1992/589;1992/589;NA;NA;30335791
56155879;589/1992 Sb.;1992/589;1992/589;NA;NA;30335795
56155879;589/1992 Sb.;1992/589;1992/589;NA;NA;30335799
56155879;589/1992 Sb.;1992/589;1992/589;NA;NA;30335803
56155879;589/1992 Sb.;1992/589;1992/589;NA;NA;30335807
56769843;155/1995 Sb.;1995/155;1995/155;NA;NA;30372777
56769842;155/1995 Sb.;1995/155;1995/155;NA;NA;30372785
56769845;155/1995 Sb.;1995/155;1995/155;NA;NA;30372867
56769845;155/1995 Sb.;1995/155;1995/155;NA;NA;30372871
56769845;155/1995 Sb.;1995/155;1995/155;NA;NA;30372875
56769845;155/1995 Sb.;1995/155;1995/155;NA;NA;30372895
56769845;155/1995 Sb.;1995/155;1995/155;NA;NA;30372863
56769845;155/1995 Sb.;1995/155;1995/155;NA;NA;30372879
56769845;155/1995 Sb.;1995/155;1995/155;NA;NA;30372883
56769845;155/1995 Sb.;1995/155;1995/155;NA;NA;30372887
56769845;155/1995 Sb.;1995/155;1995/155;NA;NA;30372891
56769852;155/1995 Sb.;1995/155;1995/155;NA;NA;30372899
56769852;155/1995 Sb.;1995/155;1995/155;NA;NA;30372903
56769852;155/1995 Sb.;1995/155;1995/155;NA;NA;30372907
56769866;155/1995 Sb.;1995/155;1995/155;NA;NA;30338155
56769866;155/1995 Sb.;1995/155;1995/155;NA;NA;30338159
56769866;155/1995 Sb.;1995/155;1995/155;NA;NA;30338123
56769866;155/1995 Sb.;1995/155;1995/155;NA;NA;30338127
56769866;155/1995 Sb.;1995/155;1995/155;NA;NA;30338131
56769866;155/1995 Sb.;1995/155;1995/155;NA;NA;30338135
56769866;155/1995 Sb.;1995/155;1995/155;NA;NA;30338139
56769866;155/1995 Sb.;1995/155;1995/155;NA;NA;30338143
56769866;155/1995 Sb.;1995/155;1995/155;NA;NA;30338147
56769866;155/1995 Sb.;1995/155;1995/155;NA;NA;30338151
56769866;155/1995 Sb.;1995/155;1995/155;NA;NA;30338163
56769866;155/1995 Sb.;1995/155;1995/155;NA;NA;30338167
56769866;155/1995 Sb.;1995/155;1995/155;NA;NA;30338171
56769866;155/1995 Sb.;1995/155;1995/155;NA;NA;30338175
56769866;155/1995 Sb.;1995/155;1995/155;NA;NA;30338179
56769866;155/1995 Sb.;1995/155;1995/155;NA;NA;30338183
56769866;155/1995 Sb.;1995/155;1995/155;NA;NA;30338187
56769911;155/1995 Sb.;1995/155;1995/155;NA;NA;30372789
56769911;155/1995 Sb.;1995/155;1995/155;NA;NA;30372793
56769911;155/1995 Sb.;1995/155;1995/155;NA;NA;30372797
56770064;155/1995 Sb.;1995/155;1995/155;NA;NA;30338223
56770064;155/1995 Sb.;1995/155;1995/155;NA;NA;30338227
56770064;155/1995 Sb.;1995/155;1995/155;NA;NA;30338231
56770064;155/1995 Sb.;1995/155;1995/155;NA;NA;30338235
56770064;155/1995 Sb.;1995/155;1995/155;NA;NA;30338239
56769898;155/1995 Sb.;1995/155;1995/155;NA;NA;30338263
56769898;155/1995 Sb.;1995/155;1995/155;NA;NA;30338267
56769898;155/1995 Sb.;1995/155;1995/155;NA;NA;30338271
56769898;155/1995 Sb.;1995/155;1995/155;NA;NA;30338275
56769898;155/1995 Sb.;1995/155;1995/155;NA;NA;30338279
