akt.citace;akt.název.vyhlášený;short_name;core_weak;core_strong;length;valid_from;n_ver;av_ver_life;int_n;ext_n;autonomy_coeff;int_link_dens;ext_link_dens;degree_in;degree_in_mult;degree_out;degree_out_mult;harmonic_centrality_in;harmonic_centrality_out;harmonic_centrality_all;knn_in;knn_out;knn_all;transitivity;page_rank_normal;hub_score;authority_score;betweenness;eigen_centrality;burt_constraint
28/1945 Sb.;Dekret presidenta republiky o osídlení zemědělské půdy Němců, Maďarů a jiných nepřátel státu českými, slovenskými a jinými slovanskými zemědělci;Dekret o osídlení zemědělské půdy;TRUE;FALSE;49;1945-07-26;1;28649,0416666666679;18;2;0,9000000000000000;0,36734693877551022;0,040816326530612242;7;12;1;2;166,134163059162233;0,5000000000000000;215,102319902319437;5,500000000000000;0,0000000000000000;15,85714285714286;0,5714285714285714;0,000588205471286098;4,82527614135691e-07;4,31998842550896e-05;0,00000000000000e+00;1,02234304757891e-04;0,3691564727257921
100/1945 Sb.;Dekret presidenta republiky o znárodnění dolů a některých průmyslových podniků;Dekret o znárodnění dolů a průmyslu;TRUE;FALSE;241;1945-10-27;6;4759,3333333333339;100;5;0,9523809523809523;0,41493775933609961;0,020746887966804978;20;64;3;5;161,817460317458711;3,0833333333333335;194,128571428570439;3,015625000000000;1,3999999999999999;6,33333333333333;0,1778656126482213;0,007246469356955647;1,99717957494590e-07;5,92812717593702e-08;1,04509563780004e+02;4,16236768857626e-05;0,1341069908527721
101/1945 Sb.;Dekret presidenta republiky o znárodnění některých podniků průmyslu potravinářského;Dekret o znárodnění průmyslu potravinářského;TRUE;FALSE;56;1945-10-27;4;7139,0000000000000;29;6;0,8285714285714286;0,51785714285714290;0,107142857142857137;7;9;1;6;158,650793650792082;0,7884920634920635;187,591071428570444;4,111111111111111;3,0000000000000000;15,20000000000000;0,4285714285714285;0,000671558993119003;1,23786449770200e-09;2,21003347593172e-08;0,00000000000000e+00;3,30497813204685e-05;0,3709990404490078
128/1946 Sb.;Zákon o neplatnosti některých majetkově-právních jednání z doby nesvobody a o nárocích z této neplatnosti a z jiných zásahů do majetku vzcházejících;Zákon o neplatnosti jednání z doby nesvobody;TRUE;FALSE;62;1946-06-17;2;14161,5208333333339;15;9;0,6250000000000000;0,24193548387096775;0,145161290322580655;10;12;3;9;176,850036075035064;1,5333333333333332;209,077380952379912;4,666666666666667;0,5555555555555556;12,33333333333333;0,2179487179487180;0,002099084897717811;7,99234038284530e-07;1,03484868863398e-05;7,93665002692915e+01;6,21962831205368e-05;0,1652262536577191
255/1946 Sb.;Zákon o příslušnících československé armády v zahraničí a o některých jiných účastnících národního boje za osvobození;Zákon o příslušnících čs. armády v zahraničí;TRUE;FALSE;175;1946-06-18;2;14161,0208333333339;98;7;0,9333333333333333;0,56000000000000005;0,040000000000000001;12;44;6;7;197,518192918192625;7,2833333333333332;240,847853535354744;8,500000000000000;0,8571428571428571;20,00000000000000;0,0980392156862745;0,001257823080897334;1,32103335088003e-08;1,55726229914015e-04;2,91977136642856e+03;2,77126051125661e-03;0,1185716854537734
228/1946 Sb.;Zákon o rozhodčích soudech pro úpravu některých závazků národních podniků;Zákon o rozhodčích soudech;TRUE;FALSE;75;1946-12-19;2;14068,9791666666679;9;6;0,6000000000000000;0,12000000000000000;0,080000000000000002;7;7;4;6;133,804076479077537;5,1166666666666663;172,335094072591602;2,285714285714286;1,3333333333333333;7,00000000000000;0,2363636363636364;0,000631466198732121;2,83898766946381e-10;1,15771537774458e-08;6,25171776099717e+01;8,27711341040355e-07;0,2230864169321262
83/1946 Sb.;Zákon o pracovních (učebních) poměrech Němců, Maďarů, zrádců a jejich pomahačů;Zákon o poměrech Němců, Maďarů, zrádců a jejich pomahačů;TRUE;FALSE;20;1946-05-03;1;28368,0000000000000;8;12;0,4000000000000000;0,40000000000000002;0,599999999999999978;0;0;1;12;0,000000000000000;0,0833333333333333;45,012185717619161;NA;0,0000000000000000;5,00000000000000;NA;0,000246952111832855;6,48979065768405e-07;0,00000000000000e+00;0,00000000000000e+00;4,96498695435711e-20;1,0000000000000000
31/1947 Sb.;Zákon o některých zásadách při rozdělování nepřátelského majetku, konfiskovaného podle dekretu presidenta republiky ze dne 25. října 1945, č. 108 Sb., o konfiskaci nepřátelského majetku a Fondech národní obnovy;Zákon o zásadách při rozdělování nepřátelského majetku;TRUE;FALSE;84;1947-03-17;1;28050,0000000000000;41;20;0,6721311475409836;0,48809523809523808;0,238095238095238082;1;1;3;20;88,187594350094813;1,8754329004329005;123,251680672269686;3,000000000000000;2,6499999999999999;16,14285714285714;0,1666666666666667;0,000272874109144660;4,80388585264552e-06;9,05147616654547e-09;1,20000000000000e+01;5,43761739949887e-07;0,4214842598797241
90/1947 Sb.;Zákon o provedení knihovního pořádku stran konfiskovaného nepřátelského majetku a o úpravě některých právních poměrů vztahujících se na přidělený majetek;Zákon o provedení knihovního pořádku;TRUE;FALSE;171;1947-06-10;1;27965,0416666666679;55;20;0,7333333333333333;0,32163742690058478;0,116959064327485374;3;18;6;20;102,759592205180155;5,8749999999999982;151,736284548784283;5,666666666666667;0,9500000000000000;14,00000000000000;0,3611111111111111;0,000609929348513058;2,60084859333263e-06;1,88813463468868e-07;6,19000000000000e+02;5,22311917044435e-05;0,3109448609110191
142/1947 Sb.;Zákon o revisi první pozemkové reformy;Zákon o revisi první pozemkové reformy;TRUE;FALSE;134;1947-08-12;2;13951,0208333333321;48;29;0,6233766233766234;0,35820895522388058;0,216417910447761180;6;10;9;29;156,699639249638096;7,6458333333333339;223,894780219780500;12,100000000000000;4,2413793103448274;16,61538461538462;0,2761904761904762;0,000459864667231796;3,18045271215927e-06;8,39930977918370e-05;4,41010832305866e+02;2,95122486714998e-04;0,2517341336662625
114/1948 Sb.;Zákon o znárodnění některých dalších průmyslových a jiných podniků a závodů a o úpravě některých poměrů znárodněných a národních podniků;Zákon o znárodnění dalších průmyslových a jiných podniků;TRUE;FALSE;55;1945-10-27;3;9202,3472222222226;14;10;0,5833333333333334;0,25454545454545452;0,181818181818181823;4;7;1;10;160,355205905204627;0,4365800865800866;190,402915140414393;11,571428571428571;3,0000000000000000;20,23529411764706;0,4000000000000000;0,004082813011822167;2,06310748465255e-09;6,88833463028794e-06;0,00000000000000e+00;1,99299439565630e-05;0,7316176576068271
115/1948 Sb.;Zákon o znárodnění dalších průmyslových a jiných výrobních podniků a závodů v oboru potravinářském a o úpravě některých poměrů znárodněných a národních podniků tohoto oboru;Zákon o znárodnění dalších podniků v oboru potravinářském;TRUE;FALSE;41;1945-10-27;3;9253,3333333333339;13;10;0,5652173913043478;0,31707317073170732;0,243902439024390238;2;2;3;10;156,111519036517819;1,6206349206349207;190,402915140414393;8,500000000000000;2,0000000000000000;15,33333333333333;0,6000000000000000;0,000330866358782655;4,92078742552625e-08;6,88590694771729e-06;0,00000000000000e+00;1,82499640358975e-05;0,6151390600072650
118/1948 Sb.;Zákon o organisaci velkoobchodní činnosti a o znárodnění velkoobchodních podniků;Zákon o znárodnění velkoobchodních podniků;TRUE;FALSE;56;1948-01-01;6;4601,0069444444434;26;5;0,8387096774193549;0,46428571428571430;0,089285714285714288;6;20;3;5;156,267471417470176;6,2833333333333332;192,652915140414365;2,800000000000000;4,2000000000000002;8,20000000000000;0,3333333333333333;0,000978752351736374;6,63777777260966e-10;6,89492511409626e-06;5,16450139173700e+02;2,15732146496778e-05;0,2770092665421727
119/1948 Sb.;Zákon o státní organisaci zahraničního obchodu a mezinárodního zasilatelství;Zákon o organisaci zahraničního obchodu;TRUE;FALSE;67;1948-01-01;2;13880,0000000000000;47;10;0,8245614035087719;0,70149253731343286;0,149253731343283569;3;3;8;10;124,275505050506453;9,0000000000000000;179,040451215449053;2,666666666666667;2,5000000000000000;12,46153846153846;0,3090909090909091;0,000465401600197607;2,00468581534924e-07;1,30874560753604e-09;4,11951154237919e+01;4,14541072875320e-07;0,3050988291689195
120/1948 Sb.;Zákon o znárodnění obchodních podniků s 50 nebo více činnými osobami;Zákon o znárodnění obchodních podniků;TRUE;FALSE;34;1948-01-01;5;5552,0000000000000;7;8;0,4666666666666667;0,20588235294117646;0,235294117647058820;2;2;2;8;154,142471417470176;5,8999999999999995;191,652915140414393;7,000000000000000;3,6250000000000000;10,90000000000000;0,6666666666666666;0,000310389885952943;1,67974637045920e-07;6,88593112674567e-06;3,00488033902372e+02;1,82456483852735e-05;0,5908395847133958
121/1948 Sb.;Zákon o znárodnění ve stavebnictví;Zákon o znárodnění ve stavebnictví;TRUE;FALSE;93;1948-01-01;4;6940,0000000000000;35;3;0,9210526315789473;0,37634408602150538;0,032258064516129031;2;2;2;3;154,142471417470176;2,7833333333333337;191,952915140414376;7,000000000000000;3,0000000000000000;18,80000000000000;0,3333333333333333;0,000310389885952943;3,64274370710123e-08;6,88593112674567e-06;1,11627835078484e+01;1,82456483852736e-05;0,3076369979009118
122/1948 Sb.;Zákon o organisaci a znárodnění cestovních kanceláří;Zákon o znárodnění cestovních kanceláří;TRUE;FALSE;39;1948-01-01;4;6940,0000000000000;6;13;0,3157894736842105;0,15384615384615385;0,333333333333333315;1;1;2;13;1,000000000000000;1,8694444444444442;135,383426704016529;0,000000000000000;3,0000000000000000;17,14285714285714;1,0000000000000000;0,000266034775019939;1,21629116231637e-07;7,21850008749903e-10;0,00000000000000e+00;4,03146176383822e-20;0,5451196152298451
124/1948 Sb.;Zákon o znárodnění některých hostinských a výčepnických podniků a ubytovacích zařízení;Zákon o znárodnění hostinských a výčepnických podniků;TRUE;FALSE;39;1948-01-01;5;5552,0000000000000;12;5;0,7058823529411765;0,30769230769230771;0,128205128205128194;4;6;1;5;162,702319902319147;1,8694444444444442;211,719581807081113;5,000000000000000;3,0000000000000000;12,00000000000000;0,4000000000000000;0,000365856405730678;1,19978630250601e-07;1,52508211649607e-05;6,00000000000000e+00;3,82992526514823e-05;0,3329328380898046
125/1948 Sb.;Zákon o znárodnění přírodních léčivých zdrojů a lázní a o začlenění a správě konfiskovaného lázeňského majetku;Zákon o znárodnění přírodních léčivých zdrojů a lázní;TRUE;FALSE;96;1948-01-01;1;27760,0000000000000;71;23;0,7553191489361702;0,73958333333333337;0,239583333333333343;3;4;5;23;148,685353535352533;4,7027777777777775;204,843824231322884;2,750000000000000;1,3478260869565217;15,00000000000000;0,3571428571428572;0,000395633545294740;9,42322759033192e-07;8,35618002004586e-06;1,26163150200324e+02;1,98386454702601e-05;0,2102218656861302
126/1948 Sb.;Zákon o znárodnění některých šlechtitelských podniků;Zákon o znárodnění některých šlechtitelských podniků;TRUE;FALSE;35;1948-06-03;1;27606,0416666666679;23;7;0,7666666666666667;0,65714285714285714;0,200000000000000011;0;0;5;7;0,000000000000000;8,3011904761904756;171,969617882115614;NA;5,2857142857142856;14,85714285714286;0,4000000000000000;0,000246952111832855;1,41076189796827e-06;0,00000000000000e+00;0,00000000000000e+00;4,96498695435711e-20;0,2703634345992067
185/1948 Sb.;Zákon o zestátnění léčebných a ošetřovacích ústavů a o organisaci státní ústavní léčebné péče;Zákon o zestátnění léčebných a ošetřovacích ústavů;TRUE;FALSE;49;1948-08-03;2;13772,5208333333321;17;4;0,8095238095238095;0,34693877551020408;0,081632653061224483;2;2;3;4;148,185353535352590;6,0075757575757569;206,424379786878461;3,500000000000000;4,2500000000000000;14,83333333333333;0,6000000000000000;0,000277637575645432;5,84089755740127e-08;8,35577347008238e-06;1,47399569340762e+02;1,94340034475908e-05;0,3142364785515968
249/1948 Sb.;Zákon o zestátnění ústavů zemědělského a lesnického výzkumnictví a o jejich organisaci a správě;Zákon o zestátnění ústavů zemědělského;TRUE;FALSE;43;1948-11-19;2;13718,5000000000000;16;5;0,7619047619047619;0,37209302325581395;0,116279069767441859;0;0;4;5;0,000000000000000;8,7095238095238070;170,549044011541724;NA;5,0000000000000000;16,80000000000000;0,3333333333333333;0,000246952111832855;5,85078656989034e-07;0,00000000000000e+00;0,00000000000000e+00;4,96498695435711e-20;0,3015359261454943
46/1948 Sb.;Zákon o nové pozemkové reformě (trvalé úpravě vlastnictví k zemědělské a lesní půdě);Zákon o nové pozemkové reformě;TRUE;FALSE;165;1948-04-14;1;27656,0000000000000;119;14;0,8947368421052632;0,72121212121212119;0,084848484848484854;6;10;6;14;156,699639249638096;5,5166666666666684;219,348946886446953;12,100000000000000;2,7142857142857144;20,37500000000000;0,1969696969696970;0,000459864667231796;3,22718722680380e-06;8,39930977918370e-05;1,51402216109678e+03;2,95122486714998e-04;0,1470263910957317
34/1948 Sb.;Zákon o revisi trestního řízení v některých případech provinění proti národní cti;Zákon o revisi trestního řízení;FALSE;FALSE;3;1948-04-02;1;27668,0000000000000;1;1;0,5000000000000000;0,33333333333333331;0,333333333333333315;0;0;1;1;0,000000000000000;1,0000000000000000;1,000000000000000;NA;0,0000000000000000;1,00000000000000;NA;0,000246952111832855;1,22779323260727e-18;0,00000000000000e+00;0,00000000000000e+00;4,96498695435711e-20;1,0000000000000000
34/1953 Sb.;Zákon, jímž některé osoby nabývají československého státního občanství;Zákon o nabývaní čs. státního občanství;TRUE;FALSE;3;1953-05-07;1;25807,0000000000000;0;1;0,0000000000000000;0,00000000000000000;0,333333333333333315;2;3;1;1;158,193686868685859;1,0000000000000000;201,946703296702196;11,000000000000000;0,0000000000000000;23,00000000000000;1,0000000000000000;0,000285693584411675;5,40815888184391e-08;1,35134866549526e-05;0,00000000000000e+00;6,36501772749233e-05;0,6372825777278859
41/1953 Sb.;Zákon o peněžní reformě;Zákon o peněžní reformě;TRUE;FALSE;26;1953-05-30;5;5156,3999999999996;0;2;0,0000000000000000;0,00000000000000000;0,076923076923076927;1;1;2;2;1,000000000000000;2,0000000000000000;179,233798554385345;0,000000000000000;0,0000000000000000;2,33333333333333;0,0000000000000000;0,000251515357377592;4,62575948857293e-18;1,89845740847050e-06;2,00000000000000e+00;6,19248692869390e-20;0,3333333333333333
61/1956 Sb.;Zákonné opatření o těžbě rašelin;Zák. opatření o těžbě rašelin;TRUE;FALSE;36;1956-12-23;1;24472,0000000000000;2;1;0,6666666666666666;0,05555555555555555;0,027777777777777776;0;0;1;1;0,000000000000000;136,8884920634918103;192,796266233764953;NA;24,0000000000000000;33,00000000000000;NA;0,000246952111832855;1,85243958562553e-06;0,00000000000000e+00;0,00000000000000e+00;4,96498695435711e-20;1,0000000000000000
133/1985 Sb.;Zákon České národní rady o požární ochraně;Zákon o požární ochraně;TRUE;TRUE;802;1985-12-17;22;652,2876984126984;189;40;0,8253275109170306;0,23566084788029926;0,049875311720698257;34;54;25;40;241,592460317462553;201,2178571428581790;314,972222222219955;31,685185185185187;41,5000000000000000;89,18085106382979;0,1998831092928112;0,001584418889970321;6,60369270951786e-03;1,05106574181266e-02;1,50105746923294e+03;1,22448253571157e-02;0,0615063271820207
64/1986 Sb.;Zákon České národní rady o České obchodní inspekci;Zákon o ČOI;TRUE;TRUE;158;1986-11-03;33;409,5441919191919;37;27;0,5781250000000000;0,23417721518987342;0,170886075949367083;14;17;15;27;214,711111111111791;178,9940476190471372;287,836111111112416;24,117647058823529;34,1481481481481453;84,95454545454545;0,1527093596059113;0,001126883833658339;1,70227058863673e-03;7,81033143155727e-04;7,87477389100121e+02;3,33306073078237e-03;0,1207146084863164
119/1990 Sb.;Zákon o soudní rehabilitaci;Zákon o soudní rehabilitaci;TRUE;TRUE;166;1990-04-23;3;4079,3472222222222;54;56;0,4909090909090909;0,32530120481927710;0,337349397590361422;10;25;4;56;193,955591630591186;122,4416666666671460;240,631782106783305;19,199999999999999;36,3571428571428541;90,44444444444444;0,2857142857142857;0,001369793520284224;3,16255299674342e-03;1,94698853060500e-04;5,65252198702551e+02;3,86498879631562e-03;0,4664910682445843
298/1990 Sb.;Zákon o úpravě některých majetkových vztahů řeholních řádů a kongregací a arcibiskupství olomouckého;Zákon o úpravě majetkových vztahů řeholních řádů;TRUE;TRUE;2236;1990-07-19;2;6110,0208333333330;20;2;0,9090909090909091;0,00894454382826476;0,000894454382826476;4;4;1;2;178,958730158729310;119,7178571428577101;224,980158730159189;23,000000000000000;72,0000000000000000;148,66666666666666;0,3000000000000000;0,000556869960345430;9,57201911402856e-04;1,17021221539209e-04;5,09000000000000e+02;8,74315996453110e-04;0,2285238931992206
500/1990 Sb.;Zákon České národní rady o působnosti orgánů České republiky ve věcech převodů vlastnictví státu k některým věcem na jiné právnické nebo fyzické osoby;Zákon o působnosti při převodů vl. státu na jiné osoby;TRUE;TRUE;88;1990-12-15;21;574,8095238095239;11;15;0,4230769230769231;0,12500000000000000;0,170454545454545442;4;4;4;15;182,829700854699610;147,2384920634914636;246,648412698414376;16,750000000000000;7,2000000000000002;27,26315789473684;0,3571428571428572;0,000314142101186891;8,20223517870858e-05;1,16929017197938e-03;3,06341115709286e+01;5,63999443444715e-04;0,3927357474197153
87/1991 Sb.;Zákon o mimosoudních rehabilitacích;Zákon o mimosoudních rehabilitacích;TRUE;TRUE;195;1991-03-21;16;747,7526041666667;103;23;0,8174603174603174;0,52820512820512822;0,117948717948717946;20;74;10;23;222,701623376624667;157,5063492063484887;279,493686868689110;9,891891891891891;25,1739130434782616;39,40206185567011;0,1931034482758621;0,001417846135424662;2,07156966683143e-03;4,69833594289168e-04;3,23563340182223e+03;5,51161437413632e-03;0,2092320275959346
92/1991 Sb.;Zákon o podmínkách převodu majetku státu na jiné osoby;Zákon o převodu majetku státu na jiné osoby;TRUE;TRUE;245;1991-03-22;14;854,5744047619048;53;24;0,6883116883116883;0,21632653061224491;0,097959183673469383;17;24;12;24;217,863492063492970;156,5884920634914863;277,965873015875729;20,500000000000000;24,2500000000000000;75,56250000000000;0,2438423645320197;0,000908715923150296;2,46941254418149e-03;4,11603107696781e-04;8,96765785206281e+02;3,43459153829650e-03;0,0829586633158419
172/1991 Sb.;Zákon České národní rady o přechodu některých věcí z majetku České republiky do vlastnictví obcí;Zákon o přechodu věcí z majetku ČR do vlastnictví obcí;TRUE;TRUE;87;1991-05-24;8;1488,8802083333335;50;20;0,7142857142857143;0,57471264367816088;0,229885057471264365;1;1;13;20;174,326587301586329;159,9123015873008740;257,848412698415416;50,000000000000000;22,8999999999999986;96,09523809523810;0,2857142857142857;0,000279396161161714;1,59379325718840e-03;2,35195491663877e-05;8,66693564286593e+02;5,28243041763335e-04;0,1160323666249199
229/1991 Sb.;Zákon o úpravě vlastnických vztahů k půdě a jinému zemědělskému majetku;Zákon o půdě;TRUE;TRUE;349;1991-06-24;26;456,9246794871794;145;65;0,6904761904761905;0,41547277936962751;0,186246418338108871;27;77;30;65;220,482936507937524;179,5761904761899643;290,999145299146278;11,298701298701300;18,2461538461538453;43,11971830985915;0,1416040100250626;0,001579999293226913;3,11346543885273e-03;6,42546332568609e-03;5,19355919312810e+03;5,93590495449184e-03;0,0888068621048307
231/1991 Sb.;Zákon České národní rady o působnosti orgánů České republiky v mimosoudních rehabilitacích;Zákon o působnosti v mimosoudních rehabilitacích;TRUE;FALSE;98;1991-05-31;9;1400,3802083333333;14;46;0,2333333333333333;0,14285714285714285;0,469387755102040838;0;0;5;46;0,000000000000000;165,5563492063483295;243,940277777779187;NA;10,7826086956521738;35,08695652173913;0,3000000000000000;0,000246952111832855;5,45502213061327e-04;0,00000000000000e+00;0,00000000000000e+00;4,96498695435711e-20;0,7720623338398034
42/1992 Sb.;Zákon o úpravě majetkových vztahů a vypořádání majetkových nároků v družstvech;Zákon o úpravě majetkových vztahů v družstvech;TRUE;TRUE;225;1992-01-28;9;1295,7777777777778;61;23;0,7261904761904762;0,27111111111111114;0,102222222222222228;10;28;8;23;196,313492063491850;169,6345238095228467;255,522222222224627;15,821428571428571;40,9130434782608674;87,60784313725490;0,2418300653594771;0,000864539588910892;2,73576148306660e-03;4,30338452241877e-04;5,00660635890931e+02;3,54626312258579e-03;0,1846838846260915
162/1992 Sb.;Zákon České národní rady o působnosti orgánů České republiky při provádění zákona č. 403/1990 Sb., o zmírnění následků některých majetkových křivd, ve znění zákonů č. 458/1990 Sb., č. 528/1990 Sb. a č. 137/1991 Sb.;Zákon o působnosti při zmírnění následků majetkových křivd;TRUE;FALSE;28;1992-04-01;3;3866,0138888888887;1;8;0,1111111111111111;0,03571428571428571;0,285714285714285698;0;0;2;8;0,000000000000000;135,4047619047617559;202,291804029302625;NA;10,7500000000000000;23,87500000000000;0,0000000000000000;0,000246952111832855;5,10767605977170e-06;0,00000000000000e+00;0,00000000000000e+00;4,96498695435711e-20;0,7812500000000000
243/1992 Sb.;Zákon České národní rady, kterým se upravují některé otázky související se zákonem č. 229/1991 Sb., o úpravě vlastnických vztahů k půdě a jinému zemědělskému majetku, ve znění zákona č. 93/1992 Sb.;Zákon o úpravě otázek souvisejících se zákonem o půdě;TRUE;TRUE;74;1992-05-29;7;1648,5773809523810;18;32;0,3600000000000000;0,24324324324324326;0,432432432432432456;3;7;12;32;158,086111111110114;138,5980158730155551;223,342063492063374;5,571428571428571;17,0000000000000000;32,17948717948718;0,2000000000000000;0,000340328345594338;3,84747991060140e-04;3,93868792333723e-05;9,59219217195817e+01;8,90156459385437e-05;0,3743552202342668
246/1992 Sb.;Zákon České národní rady na ochranu zvířat proti týrání;Zákon na ochranu zvířat;TRUE;TRUE;1687;1992-05-29;25;461,7500000000000;805;85;0,9044943820224719;0,47717842323651455;0,050385299347954951;26;63;36;85;221,834920634921730;205,7440476190488425;316,022222222219966;24,873015873015873;33,0470588235294116;68,06756756756756;0,1872025383395029;0,001545177357637049;4,64051443777483e-03;4,40343123370519e-03;1,27775284900747e+03;1,19669525675870e-02;0,1275628549161379
375/1992 Sb.;Zákon České národní rady o změně názvu Vysoké školy veterinární v Brně a o změně postavení a názvu Pedagogické fakulty v Hradci Králové;Zákon o změně názvu VŠV v Brně a PedF v Hradci Králové;TRUE;FALSE;4;1992-07-01;1;11507,0416666666661;0;1;0,0000000000000000;0,00000000000000000;0,250000000000000000;0;0;1;1;0,000000000000000;145,1087301587295144;219,549801587301687;NA;43,0000000000000000;123,00000000000000;NA;0,000246952111832855;2,89922482475086e-05;0,00000000000000e+00;0,00000000000000e+00;4,96498695435711e-20;1,0000000000000000
29/1993 Sb.;Ústavní zákon České národní rady o některých dalších opatřeních souvisejících se zánikem České a Slovenské Federativní Republiky;Úst. zákon o dalších opatřeních při zániku ČSFR;TRUE;FALSE;21;1992-12-31;1;11323,0000000000000;6;1;0,8571428571428571;0,28571428571428570;0,047619047619047616;1;1;1;1;173,378174603173676;11,3333333333333339;207,098214285712999;44,000000000000000;22,0000000000000000;66,00000000000000;0,0000000000000000;0,000431302181932348;1,48356120432306e-05;1,84906294878861e-08;0,00000000000000e+00;3,35122639496254e-04;1,0000000000000000
198/1993 Sb.;Zákon o protiprávnosti komunistického režimu a o odporu proti němu;Zákon o protiprávnosti komunistického režimu;TRUE;TRUE;39;1993-07-30;4;3607,6805555555557;6;2;0,7500000000000000;0,15384615384615385;0,051282051282051280;2;3;1;2;147,292496392495508;82,3349206349200955;201,282713120211810;3,666666666666667;4,0000000000000000;14,40000000000000;0,3333333333333333;0,000352938765096590;1,35518232983992e-06;9,87226127242641e-06;1,66666666666667e-01;3,39236783115982e-04;0,3744640776917684
331/1993 Sb.;Zákon o státním rozpočtu České republiky na rok 1994 a o změně a doplnění některých zákonů;Zákon o státním rozpočtu;TRUE;FALSE;58;1993-12-31;4;2739,5000000000000;11;14;0,4400000000000000;0,18965517241379309;0,241379310344827597;0;0;6;14;0,000000000000000;161,8384920634913158;251,238888888890955;NA;48,3571428571428541;142,57142857142858;0,7333333333333333;0,000246952111832855;4,30943129917994e-04;0,00000000000000e+00;0,00000000000000e+00;4,96498695435711e-20;0,2814116337192152
217/1994 Sb.;Zákon o poskytnutí jednorázové peněžní částky některým obětem nacistické perzekuce;Zákon o jednorázové částce obětem nacistické perzekuce;TRUE;FALSE;39;1994-11-30;3;3541,3333333333335;14;7;0,6666666666666666;0,35897435897435898;0,179487179487179488;0;0;4;7;0,000000000000000;159,8063492063483579;233,619444444445378;NA;30,1428571428571423;162,00000000000000;0,5000000000000000;0,000246952111832855;3,82089784041416e-04;0,00000000000000e+00;0,00000000000000e+00;4,96498695435711e-20;0,3265007436286239
140/1996 Sb.;Zákon o zpřístupnění svazků vzniklých činností bývalé Státní bezpečnosti;Zákon o zpřístupnění svazků StB;TRUE;TRUE;100;1996-05-24;7;1532,1666666666667;31;13;0,7045454545454546;0,31000000000000000;0,130000000000000004;3;3;5;13;190,906349206348636;183,0523809523806733;265,640277777780909;25,666666666666668;32,2307692307692335;120,68750000000000;0,3928571428571428;0,000330807389970528;8,54142809872697e-04;2,64956007919337e-05;1,05039361651269e+02;3,40653878455747e-04;0,2681098017896560
252/1997 Sb.;Zákon o zemědělství;Zákon o zemědělství;TRUE;TRUE;563;1997-10-13;34;280,7941176470588;216;64;0,7714285714285715;0,38365896980461811;0,113676731793960928;38;136;28;64;218,568192918193915;197,6511904761912604;301,293686868686223;9,176470588235293;29,3437500000000000;53,54000000000000;0,1575757575757576;0,001745602150156382;5,15161638600808e-03;4,92016138287218e-02;1,56936071241738e+03;1,03696886102946e-02;0,0536939236552818
106/1999 Sb.;Zákon o svobodném přístupu k informacím;Zákon o svobodném přístupu k informacím;TRUE;TRUE;315;1999-06-08;28;324,6666666666667;85;64;0,5704697986577181;0,26984126984126983;0,203174603174603174;36;53;46;64;244,737301587304017;220,5345238095259788;329,760353535350134;32,849056603773583;29,6562500000000000;73,49572649572650;0,1502559470039145;0,002250052919480279;8,63388781436950e-03;1,22152247812825e-03;6,71050598656298e+03;1,54352005224428e-02;0,0336020687625702
159/1999 Sb.;Zákon o některých podmínkách podnikání v oblasti cestovního ruchu a o změně zákona č. 40/1964 Sb., občanský zákoník, ve znění pozdějších předpisů, a zákona č. 455/1991 Sb., o živnostenském podnikání (živnostenský zákon), ve znění pozdějších předpisů;Zákon o podnikání v oblasti cestovního ruchu;TRUE;TRUE;413;1999-07-23;16;530,8151041666666;228;31;0,8803088803088803;0,55205811138014527;0,075060532687651338;7;12;8;31;198,299603174603106;173,3845238095232446;261,870634920637826;69,500000000000000;73,8387096774193594;201,13953488372093;0,1904761904761905;0,001274351189319055;7,60016273073585e-03;6,94333988066502e-04;2,11112229620654e+02;1,00316694067294e-02;0,2669862422345433
166/1999 Sb.;Zákon o veterinární péči a o změně některých souvisejících zákonů (veterinární zákon);Veterinární zákon;TRUE;TRUE;1812;1999-07-30;39;233,1853070175439;542;151;0,7821067821067821;0,29911699779249445;0,083333333333333329;32;96;46;151;234,390079365081561;199,9345238095247623;307,572222222220887;28,583333333333332;27,6688741721854292;75,93927125506073;0,1555111555111555;0,002811683072678461;5,71208128864724e-03;2,04797196740423e-03;1,56152440155707e+03;2,23013205887055e-02;0,0742183237873840
359/1999 Sb.;Zákon o sociálně-právní ochraně dětí;Zákon o sociálně-právní ochraně dětí;TRUE;TRUE;1644;1999-12-30;41;211,6107723577236;635;112;0,8500669344042838;0,38625304136253041;0,068126520681265207;30;84;43;112;225,527380952382515;212,4416666666684819;305,052777777776839;44,761904761904759;44,3303571428571459;122,79591836734694;0,2005327245053272;0,003581691879071009;1,38756893860558e-02;5,64038250787495e-03;1,76906113213029e+03;5,81547373235063e-02;0,0826262156853125
60/2000 Sb.;Zákon o ochraně olympijských symbolik;Zákon o ochraně olympijských symbolik;TRUE;FALSE;36;2000-03-28;1;8646,0416666666661;2;4;0,3333333333333333;0,05555555555555555;0,111111111111111105;0;0;3;4;0,000000000000000;169,7396825396816666;253,922222222224548;NA;40,0000000000000000;145,25000000000000;1,0000000000000000;0,000246952111832855;4,99972810890144e-04;0,00000000000000e+00;0,00000000000000e+00;4,96498695435711e-20;0,4214070712925437
