akt.citace;akt.název.vyhlášený;short_name;core_weak;core_strong;length;valid_from;n_ver;av_ver_life;int_n;ext_n;autonomy_coeff;int_link_dens;ext_link_dens;degree_in;degree_in_mult;degree_out;degree_out_mult;harmonic_centrality_in;harmonic_centrality_out;harmonic_centrality_all;knn_in;knn_out;knn_all;transitivity;page_rank_normal;hub_score;authority_score;betweenness;eigen_centrality;burt_constraint
207/2000 Sb.;Zákon o ochraně průmyslových vzorů a o změně zákona č. 527/1990 Sb., o vynálezech, průmyslových vzorech a zlepšovacích návrzích, ve znění pozdějších předpisů;Zákon o ochraně průmyslových vzorů;TRUE;TRUE;267;2000-07-21;10;865,8935185185185;52;22;0,7027027027027027;0,19475655430711611;0,082397003745318345;4;4;6;22;156,595869408368259;175,7107142857136353;254,172222222224491;10,500000000000000;41,5000000000000000;228,50000000000000;0,5111111111111111;0,000317261125396925;3,24529727849344e-03;4,04374478502238e-05;6,20045839198270e+01;5,61750933961278e-05;0,3855547153801144
211/2000 Sb.;Zákon o Státním fondu rozvoje bydlení a o změně zákona č. 171/1991 Sb., o působnosti orgánů České republiky ve věcech převodů majetku státu na jiné osoby a o Fondu národního majetku České republiky, ve znění pozdějších předpisů;Zákon o SFRB;TRUE;TRUE;205;2000-07-21;13;690,7500000000000;19;7;0,7307692307692307;0,09268292682926829;0,034146341463414637;3;4;7;7;187,739682539681780;187,9301587301589223;276,138888888891529;91,250000000000000;43,4285714285714306;129,54545454545453;0,2444444444444445;0,000503269034288345;5,82285337283211e-04;9,59227723027502e-05;9,69636596475615e+01;6,49092392899860e-03;0,1473378960373164
239/2000 Sb.;Zákon o integrovaném záchranném systému a o změně některých zákonů;Zákon o integrovaném záchranném systému;TRUE;TRUE;421;2000-08-09;16;560,0000000000000;67;44;0,6036036036036037;0,15914489311163896;0,104513064133016628;63;76;21;44;259,401587301589927;180,4468253968250906;318,905555555553519;19,013157894736842;38,3409090909090935;74,29166666666667;0,1669535283993115;0,002009638872141609;1,08435746917897e-02;1,65034435490716e-02;2,31833322839079e+03;8,21674602697623e-03;0,0511031348019024
242/2000 Sb.;Zákon o ekologickém zemědělství a o změně zákona č. 368/1992 Sb., o správních poplatcích, ve znění pozdějších předpisů;Zákon o ekologickém zemědělství;TRUE;TRUE;231;2000-08-09;10;882,5509259259260;51;22;0,6986301369863014;0,22077922077922077;0,095238095238095233;8;18;13;22;177,351587301586306;186,9773809523810257;277,677777777780307;29,388888888888889;39,0909090909090935;90,12500000000000;0,3428571428571429;0,000606522256197062;1,25812465569012e-03;3,07455233933841e-04;1,17485698890848e+02;2,56812583835343e-03;0,1442952507170305
247/2000 Sb.;Zákon o získávání a zdokonalování odborné způsobilosti k řízení motorových vozidel a o změnách některých zákonů;Zákon o získávání způsobilosti k řízení motorových vozidel;TRUE;TRUE;749;2000-08-09;27;323,0769230769231;175;28;0,8620689655172413;0,23364485981308411;0,037383177570093455;8;20;9;28;176,928174603173659;167,3896825396814165;248,377777777779471;25,850000000000001;47,8571428571428541;103,02083333333333;0,2941176470588235;0,000517787733591825;1,24013876859556e-03;4,44414186173451e-03;2,93526507152268e+01;3,12698914989547e-03;0,1833467935510847
248/2000 Sb.;Zákon o podpoře regionálního rozvoje;Zákon o podpoře regionálního rozvoje;TRUE;TRUE;293;2000-08-09;19;442,1578947368421;22;26;0,4583333333333333;0,07508532423208192;0,088737201365187715;8;8;17;26;221,113888888890159;188,0511904761905271;291,205555555556145;46,625000000000000;33,2307692307692335;110,11764705882354;0,2566666666666667;0,000620011847298358;3,19918892726892e-03;1,26368152485648e-04;3,82113115245554e+02;1,81024831768065e-03;0,0860756629398415
256/2000 Sb.;Zákon o Státním zemědělském intervenčním fondu a o změně některých dalších zákonů (zákon o Státním zemědělském intervenčním fondu);Zákon o SZIF;TRUE;TRUE;416;2000-08-11;28;314,1496913580247;134;47;0,7403314917127072;0,32211538461538464;0,112980769230769232;7;11;19;47;188,396067821066907;200,0011904761914820;288,988888888889846;65,727272727272734;34,4042553191489375;99,17241379310344;0,2553846153846154;0,000819516879367776;8,21969870795547e-03;1,72642163110730e-04;6,33345708859183e+02;1,24836214169514e-02;0,1854200437616426
257/2000 Sb.;Zákon o Probační a mediační službě a o změně zákona č. 2/1969 Sb., o zřízení ministerstev a jiných ústředních orgánů státní správy České republiky, ve znění pozdějších předpisů, zákona č. 65/1965 Sb., zákoník práce, ve znění pozdějších předpisů a zákona č. 359/1999 Sb., o sociálně-právní ochraně dětí (zákon o Probační a mediační službě);Zákon o Probační a mediační službě;TRUE;TRUE;105;2000-08-11;14;600,0714285714286;4;9;0,3076923076923077;0,03809523809523810;0,085714285714285715;2;2;5;9;177,584559884558956;162,5063492063482045;243,981746031747434;25,500000000000000;29,7777777777777786;76,81818181818181;0,5714285714285714;0,000299965436153368;1,88567944033572e-04;2,29710103813408e-05;3,27696710428205e+01;2,52308646084291e-04;0,3923462096059581
305/2000 Sb.;Zákon o povodích;Zákon o povodích;TRUE;TRUE;71;2000-09-07;1;8401,0000000000000;17;10;0,6296296296296297;0,23943661971830985;0,140845070422535218;11;11;6;10;179,713492063490946;155,0384920634913613;250,621367521369365;8,181818181818182;24,0000000000000000;51,80952380952381;0,1838235294117647;0,000330892214562926;2,80860185478052e-03;5,78312616024768e-03;8,52410767603768e+01;6,03562128109677e-04;0,1334907768696453
309/2000 Sb.;Zákon o obranné standardizaci, katalogizaci a státním ověřování jakosti výrobků a služeb určených k zajištění obrany státu a o změně živnostenského zákona;Zákon o obranné standardizaci;TRUE;FALSE;246;2000-09-07;3;2770,3472222222222;16;5;0,7619047619047619;0,06504065040650407;0,020325203252032520;0;0;3;5;0,000000000000000;153,5095238095230457;223,058470695970897;NA;65,7999999999999972;219,80000000000001;0,3333333333333333;0,000246952111832855;4,58756484354107e-04;0,00000000000000e+00;0,00000000000000e+00;4,96498695435711e-20;0,3618378772794671
404/2000 Sb.;Zákon o zřízení Univerzity Tomáše Bati ve Zlíně;Zákon o zřízení Univerzity Tomáše Bati ve Zlíně;TRUE;FALSE;16;2000-11-29;1;8401,0000000000000;3;1;0,7500000000000000;0,18750000000000000;0,062500000000000000;0;0;1;1;0,000000000000000;145,1087301587295144;219,549801587301687;NA;43,0000000000000000;123,00000000000000;NA;0,000246952111832855;2,89922482475086e-05;0,00000000000000e+00;0,00000000000000e+00;4,96498695435711e-20;1,0000000000000000
408/2000 Sb.;Zákon o ochraně práv k odrůdám rostlin a o změně zákona č. 92/1996 Sb., o odrůdách, osivu a sadbě pěstovaných rostlin, ve znění pozdějších předpisů, (zákon o ochraně práv k odrůdám);Zákon o ochraně práv k odrůdám;TRUE;TRUE;352;2000-11-29;14;639,0769230769231;63;14;0,8181818181818182;0,17897727272727273;0,039772727272727272;10;24;6;14;193,595634920634609;179,4952380952375393;265,999145299148267;15,333333333333334;51,5000000000000000;97,21052631578948;0,2166666666666667;0,000935709042059934;2,92361445662501e-03;2,49092219548660e-04;4,10715495213372e+02;1,96352999395786e-03;0,1856277696334159
101/2001 Sb.;Zákon o navracení nezákonně vyvezených kulturních statků;Zákon o navracení kulturních statků;TRUE;TRUE;128;2001-03-21;4;1796,2604166666665;34;7;0,8292682926829268;0,26562500000000000;0,054687500000000000;3;3;7;7;149,931457431456323;179,1607142857139934;266,888888888892097;5,333333333333333;28,7142857142857153;78,80000000000000;0,4222222222222222;0,000299282464607736;1,67034350107647e-04;5,09401832095765e-05;1,26336587976404e+02;5,22098399239817e-04;0,1291363253923510
102/2001 Sb.;Zákon o obecné bezpečnosti výrobků a o změně některých zákonů (zákon o obecné bezpečnosti výrobků);Zákon o obecné bezpečnosti výrobků;TRUE;TRUE;145;2001-03-21;13;662,4166666666666;24;21;0,5333333333333333;0,16551724137931034;0,144827586206896564;14;21;12;21;207,978968253968304;164,7095238095228353;265,804700854703810;26,190476190476190;23,0000000000000000;67,35714285714286;0,3107692307692307;0,000836020174183775;1,06481000176426e-03;5,57201516488549e-04;5,79463519478352e+02;3,89664874421424e-03;0,0914243497314539
117/2001 Sb.;Zákon o veřejných sbírkách a o změně některých zákonů (zákon o veřejných sbírkách);Zákon o veřejných sbírkách;TRUE;TRUE;205;2001-03-30;13;641,4166666666666;128;8;0,9411764705882353;0,62439024390243902;0,039024390243902439;2;2;6;8;185,242063492062528;167,9230158730149185;263,305555555558442;34,500000000000000;27,1250000000000000;99,09999999999999;0,2500000000000000;0,000313182007244415;5,93797530951497e-04;3,38676531895903e-05;2,69711054456237e+01;6,21008910956110e-04;0,1700614162469997
119/2001 Sb.;Zákon, kterým se stanoví pravidla pro případy souběžně probíhajících výkonů rozhodnutí;Zákon o souběžně probíhajících výkonech rozhodnutí;TRUE;TRUE;104;2001-04-03;5;1841,5000000000000;36;17;0,6792452830188679;0,34615384615384615;0,163461538461538464;3;7;4;17;196,324603174602828;161,2384920634912078;261,165079365082136;115,714285714285708;55,9411764705882320;163,25000000000000;0,4761904761904762;0,001058940536544117;4,14077218514442e-04;8,91794610948434e-05;6,20289855072464e-01;6,12194929046067e-03;0,4819767584163864
137/2001 Sb.;Zákon o zvláštní ochraně svědka a dalších osob v souvislosti s trestním řízením a o změně zákona č. 99/1963 Sb., občanský soudní řád, ve znění pozdějších předpisů;Zákon o ochraně svědka v trestním řízení;TRUE;TRUE;153;2001-04-24;5;1644,0083333333334;27;15;0,6428571428571429;0,17647058823529413;0,098039215686274508;7;9;6;15;204,205891330891546;158,5242063492054569;254,861742424244738;54,111111111111114;49,4666666666666686;162,45833333333334;0,2820512820512820;0,000662006893257368;3,03851117581568e-03;2,56693496332122e-04;1,34035306540850e+02;6,11188109710583e-03;0,2203317482874662
143/2001 Sb.;Zákon o ochraně hospodářské soutěže a o změně některých zákonů (zákon o ochraně hospodářské soutěže);Zákon o ochraně hospodářské soutěže;TRUE;TRUE;545;2001-04-27;17;503,9375000000000;225;98;0,6965944272445821;0,41284403669724773;0,179816513761467900;15;25;19;98;227,718192918194603;178,8107142857138001;285,305555555557135;29,680000000000000;19,1836734693877560;94,87804878048780;0,2388591800356506;0,001232076754942659;4,38770292023230e-03;3,00835884419118e-04;1,11246160893046e+03;7,99246470944988e-03;0,2707423854931090
256/2001 Sb.;Zákon o pohřebnictví a o změně některých zákonů;Zákon o pohřebnictví;TRUE;TRUE;422;2001-07-25;13;669,5833333333334;236;34;0,8740740740740741;0,55924170616113744;0,080568720379146919;10;23;19;34;225,241666666668209;188,9511904761905612;293,002777777778249;80,478260869565219;52,0882352941176450;158,07017543859649;0,2438423645320197;0,001253665039637927;6,64971424226431e-03;7,40269702809007e-04;1,36858518379257e+03;1,75442823488593e-02;0,1276282634941937
257/2001 Sb.;Zákon o knihovnách a podmínkách provozování veřejných knihovnických a informačních služeb (knihovní zákon);Knihovní zákon;TRUE;TRUE;187;2001-07-25;9;917,0000000000000;27;14;0,6585365853658537;0,14438502673796791;0,074866310160427801;2;4;12;14;169,694155844155063;186,2301587301587062;276,405555555558067;33,750000000000000;34,2142857142857153;114,77777777777777;0,4615384615384616;0,000388031533644680;1,46032713384863e-03;1,16186586323936e-04;7,47155055320045e+01;8,36782005587485e-04;0,1655063328452821
273/2001 Sb.;Zákon o právech příslušníků národnostních menšin a o změně některých zákonů;Zákon o právech příslušníků národnostních menšin;TRUE;TRUE;88;2001-08-02;3;2906,0000000000000;3;26;0,1034482758620690;0,03409090909090909;0,295454545454545470;9;10;23;26;232,353907203909301;202,6730158730169080;307,219444444443070;81,099999999999994;28,0769230769230766;92,44444444444444;0,2500000000000000;0,001357008848428914;1,02000400764297e-03;2,66335623363059e-04;2,29831026676413e+03;7,61802963749179e-03;0,0732819937080814
274/2001 Sb.;Zákon o vodovodech a kanalizacích pro veřejnou potřebu a o změně některých zákonů (zákon o vodovodech a kanalizacích);Zákon o vodovodech a kanalizacích;TRUE;TRUE;606;2001-08-02;19;446,3888888888889;295;51;0,8526011560693642;0,48679867986798681;0,084158415841584164;10;20;22;51;200,286111111110841;205,4011904761919141;294,988888888888994;39,399999999999999;43,8039215686274517;109,15492957746478;0,3669354838709677;0,000824791702650637;1,92125078542755e-02;3,58229492180855e-03;4,57592961550014e+02;6,53922642452782e-03;0,1485147851026814
312/2001 Sb.;Zákon o státních hranicích a o změně zákona č. 200/1990 Sb., o přestupcích, ve znění pozdějších předpisů, (zákon o státních hranicích);Zákon o státních hranicích;TRUE;TRUE;149;2001-09-06;4;2678,3333333333330;15;11;0,5769230769230769;0,10067114093959731;0,073825503355704702;2;3;7;11;165,456060606059992;161,7623015873007830;231,804700854701508;25,333333333333332;30,9090909090909101;74,14285714285714;0,4444444444444444;0,000364815256009455;8,09303293780098e-04;9,24507664021416e-05;8,55694289439119e+00;8,91727147306337e-04;0,1925085814255144
320/2001 Sb.;Zákon o finanční kontrole ve veřejné správě a o změně některých zákonů (zákon o finanční kontrole);Zákon o finanční kontrole;TRUE;TRUE;287;2001-09-07;20;401,8000000000000;63;30;0,6774193548387096;0,21951219512195122;0,104529616724738678;37;62;18;30;232,952380952382953;189,2940476190478307;301,202777777777271;25,870967741935484;23,8999999999999986;67,43478260869566;0,1649831649831650;0,002033675183389993;1,50804373447080e-03;2,02352208161293e-02;1,09467463334286e+03;1,47255634054175e-02;0,0551863700905818
352/2001 Sb.;Zákon o užívání státních symbolů České republiky a o změně některých zákonů;Zákon o užívání státních symbolů;TRUE;TRUE;136;2001-10-05;5;1848,2604166666667;28;10;0,7368421052631579;0,20588235294117646;0,073529411764705885;7;9;8;10;208,712301587301852;164,4230158730148048;266,015079365082499;37,222222222222221;27,6000000000000014;67,89473684210526;0,1333333333333333;0,000743269696235563;1,04422095093911e-04;1,57834093118815e-04;3,36501481709344e+02;3,71448781518690e-03;0,1061600572076889
449/2001 Sb.;Zákon o myslivosti;Zákon o myslivosti;TRUE;TRUE;707;2001-12-31;24;341,4800724637681;177;58;0,7531914893617021;0,25035360678925034;0,082036775106082038;27;102;22;58;216,024603174603953;188,4563492063492731;294,572222222222592;19,539215686274510;40,6724137931034448;80,71250000000001;0,1828231292517007;0,001866078318945987;8,81218505500519e-03;4,04564342930371e-02;7,52770390688289e+02;2,09229216103943e-02;0,1043494021157145
452/2001 Sb.;Zákon o ochraně označení původu a zeměpisných označení a o změně zákona o ochraně spotřebitele;Zákon o ochraně označení původu;TRUE;TRUE;190;2001-12-31;11;794,5041666666666;36;18;0,6666666666666666;0,18947368421052632;0,094736842105263161;5;5;8;18;197,845634920634922;163,4551587301578195;253,290710678212776;23,199999999999999;36,1111111111111143;163,47826086956522;0,3846153846153846;0,000399669227291305;1,93331433015784e-03;2,59101297933365e-04;1,72216685242807e+02;6,38366336871375e-04;0,1943443033378659
477/2001 Sb.;Zákon o obalech a o změně některých zákonů (zákon o obalech);Zákon o obalech;TRUE;TRUE;798;2001-12-31;26;321,4000000000000;441;35;0,9264705882352942;0,55263157894736847;0,043859649122807015;10;19;21;35;187,844841269840231;191,4595238095240575;267,987301587304785;13,210526315789474;34,6285714285714263;79,42592592592592;0,2258064516129032;0,000544576106767073;2,74735371363628e-03;2,07349841996965e-04;4,94772778626876e+02;1,27370164369252e-03;0,0770001103654820
491/2001 Sb.;Zákon o volbách do zastupitelstev obcí a o změně některých zákonů;Zákon o volbách do zastupitelstev obcí;TRUE;TRUE;598;2001-12-31;13;618,2307692307693;165;45;0,7857142857142857;0,27591973244147155;0,075250836120401343;14;37;23;45;196,847222222222086;203,1178571428582700;293,522222222222638;22,054054054054053;30,0666666666666664;74,85365853658537;0,2957957957957958;0,001308057997037098;2,36743254805358e-03;3,91403022835242e-04;3,00063813600587e+02;5,01592845757722e-03;0,1044387835059275
3/2002 Sb.;Zákon o svobodě náboženského vyznání a postavení církví a náboženských společností a o změně některých zákonů (zákon o církvích a náboženských společnostech);Zákon o církvích;TRUE;TRUE;380;2002-01-07;15;535,3333333333334;100;35;0,7407407407407407;0,26315789473684209;0,092105263157894732;19;22;24;35;234,848809523811639;198,4773809523817079;305,636111111110097;38,318181818181820;34,4857142857142875;103,73684210526316;0,1483942414174972;0,001391181897526837;2,97342127374545e-03;2,56823316678309e-04;2,17927091743956e+03;8,91065248151442e-03;0,0631664268411669
6/2002 Sb.;Zákon o soudech, soudcích, přísedících a státní správě soudů a o změně některých dalších zákonů (zákon o soudech a soudcích);Zákon o soudech a soudcích;TRUE;TRUE;1465;2002-01-11;43;186,7857142857143;160;52;0,7547169811320755;0,10921501706484642;0,035494880546075087;11;22;20;52;201,143253968254101;168,9884920634911225;261,897853535356433;30,045454545454547;37,9423076923076934;98,12162162162163;0,1870967741935484;0,001021998365381528;2,46081500435308e-03;2,41150564764378e-04;7,48149591483800e+02;8,75495318093501e-03;0,1063981086202493
7/2002 Sb.;Zákon o řízení ve věcech soudců a státních zástupců;Zákon o řízení ve věcech soudců a státních zástupců;TRUE;TRUE;184;2002-01-11;7;1135,1488095238096;25;17;0,5952380952380952;0,13586956521739130;0,092391304347826081;6;9;7;17;191,075396825396041;158,5730158730149810;234,459956709957339;18,333333333333332;31,8823529411764710;59,84615384615385;0,2564102564102564;0,000538540654041250;1,96907583261433e-04;5,61618826210835e-05;2,61149359337224e+01;7,13081390106126e-04;0,2264006544403278
12/2002 Sb.;Zákon o státní pomoci při obnově území postiženého živelní nebo jinou pohromou a o změně zákona č. 363/1999 Sb., o pojišťovnictví a o změně některých souvisejících zákonů (zákon o pojišťovnictví), ve znění pozdějších předpisů, (zákon o státní pomoci při obnově území);Zákon o státní pomoci při obnově území;TRUE;TRUE;56;2002-01-16;4;2005,2500000000000;10;12;0,4545454545454545;0,17857142857142858;0,214285714285714274;1;1;9;12;167,413131313130577;172,1301587301579730;262,238888888891836;31,000000000000000;22,3333333333333321;77,61538461538461;0,3111111111111111;0,000333688696957888;5,78589176894459e-03;6,70443761389254e-06;1,44482510740082e+02;4,10475132891811e-04;0,1252658024688515
47/2002 Sb.;Zákon o podpoře malého a středního podnikání a o změně zákona č. 2/1969 Sb., o zřízení ministerstev a jiných ústředních orgánů státní správy České republiky, ve znění pozdějších předpisů;Zákon o podpoře malého a středního podnikání;TRUE;FALSE;86;2002-02-08;4;1917,7500000000000;14;10;0,5833333333333334;0,16279069767441862;0,116279069767441859;1;1;7;10;1,000000000000000;163,5551587301578991;249,971367521369501;0,000000000000000;27,0000000000000000;78,81818181818181;0,2857142857142857;0,000260071442773975;1,66199309976995e-03;7,18426597979699e-06;1,32208517767539e+02;5,86018652696626e-20;0,1782525771141809
76/2002 Sb.;Zákon o integrované prevenci a o omezování znečištění, o integrovaném registru znečišťování a o změně některých zákonů (zákon o integrované prevenci);Zákon o integrované prevenci;TRUE;TRUE;655;2002-03-01;17;479,3750000000000;206;52;0,7984496124031008;0,31450381679389311;0,079389312977099238;15;28;26;52;192,287734487733502;187,9607142857143458;283,055555555557589;28,857142857142858;29,8846153846153832;84,83750000000001;0,2646341463414634;0,000792770708165644;9,84556165930656e-03;9,71871101091892e-04;5,56333105105065e+02;5,34400127311405e-03;0,0844311738031536
109/2002 Sb.;Zákon o výkonu ústavní výchovy nebo ochranné výchovy ve školských zařízeních a o preventivně výchovné péči ve školských zařízeních a o změně dalších zákonů;Zákon o výkonu ústavní výchovy;TRUE;TRUE;485;2002-03-29;15;523,6694444444445;184;36;0,8363636363636363;0,37938144329896906;0,074226804123711340;11;23;15;36;212,963492063492652;171,2440476190468246;274,210353535356546;56,000000000000000;37,8055555555555571;97,18644067796610;0,3353846153846154;0,001129840284183060;1,98827558205424e-03;4,27160932510652e-04;1,80915294474944e+02;1,37168114406825e-02;0,1294596083334833
119/2002 Sb.;Zákon o střelných zbraních a střelivu a o změně zákona č. 156/2000 Sb., o ověřování střelných zbraní, střeliva a pyrotechnických předmětů a o změně zákona č. 288/1995 Sb., o střelných zbraních a střelivu (zákon o střelných zbraních), ve znění zákona č. 13/1998 Sb., a zákona č. 368/1992 Sb., o správních poplatcích, ve znění pozdějších předpisů, a zákona č. 455/1991 Sb., o živnostenském podnikání (živnostenský zákon), ve znění pozdějších předpisů, (zákon o zbraních);Zákon o zbraních;TRUE;TRUE;1984;2002-04-09;31;247,4516129032258;851;75;0,9190064794816415;0,42893145161290325;0,037802419354838711;22;54;36;75;239,115476190478319;195,5678571428577470;302,072222222221512;29,296296296296298;31,3733333333333348;77,10077519379846;0,1760435571687840;0,002091588401852328;2,86137221330327e-03;9,14671516921691e-04;1,43500859338228e+03;1,35713622316480e-02;0,0629907573778346
123/2002 Sb.;Zákon o přijetí úvěru Českou republikou od Evropské investiční banky na financování investičních potřeb souvisejících s prováděním projektu Podpora investičních opatření na ochranu před povodněmi v České republice v rámci Programu prevence před povodněmi;Zákon o přijetí úvěru EIB na ochranu před povodněmi;TRUE;FALSE;7;2002-04-12;1;7935,0416666666670;2;2;0,5000000000000000;0,28571428571428570;0,285714285714285698;3;3;1;2;3,000000000000000;116,9714285714292288;208,812637362636423;0,000000000000000;54,0000000000000000;87,80000000000000;0,5000000000000000;0,000250720738172118;6,70365882881537e-04;1,73301704150674e-03;0,00000000000000e+00;1,58618238272809e-19;0,3262885685066115
146/2002 Sb.;Zákon o Státní zemědělské a potravinářské inspekci a o změně některých souvisejících zákonů;Zákon o SZPI;TRUE;TRUE;301;2002-04-17;26;299,4383333333333;92;55;0,6258503401360545;0,30564784053156147;0,182724252491694356;13;14;26;55;197,806349206348671;191,7440476190479899;285,977777777779465;20,928571428571427;22,9090909090909101;62,95652173913044;0,1578947368421053;0,000693934478464064;3,83027503806691e-03;3,24100848503764e-04;1,85564201976864e+03;2,80688144336384e-03;0,1088252207657260
147/2002 Sb.;Zákon o Ústředním kontrolním a zkušebním ústavu zemědělském a o změně některých souvisejících zákonů (zákon o Ústředním kontrolním a zkušebním ústavu zemědělském);Zákon o ÚKZÚZ;TRUE;TRUE;157;2002-04-17;14;563,2172619047619;44;45;0,4943820224719101;0,28025477707006369;0,286624203821656043;10;12;20;45;165,892496392495445;179,0595238095233412;273,330891330894474;12,250000000000000;26,0888888888888886;56,94736842105263;0,1701149425287356;0,000500087009778178;2,85164298626523e-03;1,13019547199224e-04;2,68743323027018e+02;5,37537925939120e-04;0,1056356352552172
154/2002 Sb.;Zákon o přechodném financování některých sociálně zdravotních dávek horníků;Zákon o financování sociálně zdravotních dávek horníků;TRUE;FALSE;9;2002-04-16;1;7931,0416666666670;1;5;0,1666666666666667;0,11111111111111110;0,555555555555555580;0;0;3;5;0,000000000000000;126,2642857142861175;178,546565934064660;NA;56,2000000000000028;159,19999999999999;1,0000000000000000;0,000246952111832855;7,96366257380335e-04;0,00000000000000e+00;0,00000000000000e+00;4,96498695435711e-20;0,4106068650122461
173/2002 Sb.;Zákon o poplatcích za udržování patentů a dodatkových ochranných osvědčení pro léčiva a pro přípravky na ochranu rostlin a o změně některých zákonů;Zákon o poplatcích za udržování patentů;TRUE;TRUE;115;2002-05-09;2;3927,5208333333335;5;2;0,7142857142857143;0,04347826086956522;0,017391304347826087;1;1;2;2;158,685750360749552;147,9702380952373915;229,352915140415433;22,000000000000000;23,0000000000000000;76,00000000000000;0,0000000000000000;0,000277370079381301;2,81675437126696e-05;1,16650383855672e-05;1,97920363753468e+01;3,57658608379810e-05;0,5555555555555556
214/2002 Sb.;Zákon o vývozu některých kulturních statků z celního území Evropských společenství;Zákon o vývozu kulturních statků z celního území ES;TRUE;FALSE;36;2002-05-27;4;1796,2604166666665;7;13;0,3500000000000000;0,19444444444444445;0,361111111111111105;1;1;7;13;1,000000000000000;144,6563492063486365;210,737042124541290;0,000000000000000;13,5384615384615383;30,85714285714286;0,4285714285714285;0,000263098980683465;2,40549522925282e-05;9,43437313713427e-06;1,28926983118207e+01;6,91370946826234e-20;0,1997925746078595
219/2002 Sb.;Zákon, kterým se provádějí změny v soustavě ústředních orgánů státní správy České republiky a mění se zákon č. 2/1969 Sb., o zřízení ministerstev a jiných ústředních orgánů státní správy České republiky, ve znění pozdějších předpisů;Zákon o změnách v soustavě ústř. orgánů státní správy;TRUE;FALSE;6;2002-05-28;1;7889,0416666666670;0;2;0,0000000000000000;0,00000000000000000;0,333333333333333315;0;0;2;2;0,000000000000000;143,8384920634912874;221,712637362637480;NA;15,5000000000000000;59,50000000000000;1,0000000000000000;0,000246952111832855;5,34888528534806e-04;0,00000000000000e+00;0,00000000000000e+00;4,96498695435711e-20;0,5119156140338421
281/2002 Sb.;Zákon o některých opatřeních souvisejících se zákazem bakteriologických (biologických) a toxinových zbraní a o změně živnostenského zákona;Zákon o zákazu bakteriologických a toxinových zbraní;TRUE;TRUE;373;2002-06-28;12;654,8368055555555;115;21;0,8455882352941176;0,30831099195710454;0,056300268096514748;6;9;17;21;195,385317460317083;183,8718253968250167;281,411111111113257;34,444444444444443;32,2380952380952408;74,80000000000000;0,2490118577075099;0,000536431918633407;3,11194354380265e-04;1,18464374921940e-04;4,33081957271337e+02;2,23535501264430e-03;0,0786498866926646
285/2002 Sb.;Zákon o darování, odběrech a transplantacích tkání a orgánů a o změně některých zákonů (transplantační zákon);Transplantační zákon;TRUE;TRUE;460;2002-06-28;16;519,4722222222222;141;22;0,8650306748466258;0,30652173913043479;0,047826086956521741;6;14;11;22;210,702777777778095;193,0178571428577357;282,222222222223934;65,285714285714292;47,5454545454545467;141,36111111111111;0,4338235294117647;0,000918541970053128;1,30934661190518e-03;2,38045570653641e-04;1,66814628171075e+02;8,53967926472721e-03;0,2140948228987916
312/2002 Sb.;Zákon o úřednících územních samosprávných celků a o změně některých zákonů;Zákon o úřednících územních samosprávných celků;TRUE;TRUE;387;2002-07-12;9;852,3333333333334;109;34;0,7622377622377622;0,28165374677002586;0,087855297157622733;17;25;22;34;220,762301587302687;210,4107142857159261;315,238888888886436;64,239999999999995;51,3235294117647030;137,84745762711864;0,3211875843454791;0,001564565723727739;5,55338901472775e-03;9,60310003939032e-04;1,22059849624850e+03;2,11752145105176e-02;0,1008597715621247
314/2002 Sb.;Zákon o stanovení obcí s pověřeným obecním úřadem a stanovení obcí s rozšířenou působností;Zákon o stanovení obcí s pověřeným obecním úřadem;TRUE;TRUE;31;2002-07-12;3;3287,5000000000000;1;1;0,5000000000000000;0,03225806451612903;0,032258064516129031;22;24;1;1;209,522222222222098;141,4230158730153448;262,722222222224957;19,041666666666668;36,0000000000000000;48,16000000000000;0,1304347826086956;0,000788423664729182;7,57913454198709e-05;8,92721935042072e-03;8,43217524606456e+00;3,12935394332677e-03;0,0659574832607498
574/2002 Sb.;Zákon o přijetí rámcového úvěru Českou republikou od Evropské investiční banky na financování odstraňování povodňových škod z roku 2002;Zákon o přijetí úvěru EIB na odstraňování povodňových škod;TRUE;FALSE;7;2002-12-30;2;3836,5000000000000;3;2;0,6000000000000000;0,42857142857142855;0,285714285714285698;2;2;1;2;2,000000000000000;116,9714285714292288;205,795970695969487;0,000000000000000;54,0000000000000000;101,00000000000000;0,6666666666666666;0,000249478671337456;6,70365882881536e-04;1,15531928389494e-03;0,00000000000000e+00;6,82063323560305e-20;0,4228288312686659
62/2003 Sb.;Zákon o volbách do Evropského parlamentu a o změně některých zákonů;Zákon o volbách do Evropského parlamentu;TRUE;TRUE;726;2003-03-04;10;760,9000000000000;191;22;0,8967136150234741;0,26308539944903581;0,030303030303030304;4;4;17;22;193,707936507936068;197,6011904761912206;288,579797979799025;34,500000000000000;30,5454545454545467;86,61538461538461;0,4000000000000000;0,000363582947422978;8,13761286392374e-04;8,49754818562491e-05;1,74439490587466e+02;1,11462575985723e-03;0,0956840862237967
